Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
Frozen Goods,792359,5099556024078	,BIG AL'S MAC N'CHEESE POPS,4 x 1kgm,NA,£33.96,0.0%,In Stock,KEPAK CONVENIENCE FOODS,NA,No
Fresh & Chilled Goods,524841,5099839628849	,B/S SIRLOIN RUMP STEAK 8OZ/227G,1 x 5pce,NA,£19.99,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,786915,5099839696275	,BUTCHERS PRIME ANGUS BURGER 7OZ,4X12PCE,NA,£74.45,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,524791,5099839628849	,B/S SIRLOIN RUMP STEAK 8OZ/227G,5 x 5pce,NA,£99.95,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,743118,5099839875595	,B/S STRIPLOIN STEAKS 7OZ,1 x 3pk,NA,£7.69,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,743116,5099839875595	,B/S STRIPLOIN STEAKS 7OZ,8X3PK,NA,£61.35,0.0%,In Stock,Kepak,NA,No
Fresh & Chilled Goods,110074,5099839334344	,B/S WRAP RIB EYE STEAK 8OZ/227G,1 x 5pce,NA,£39.45,0.0%,In Stock,Butchers Select,Butchers Select Premium Irish Beef Rib Eye Steak,No
Fresh & Chilled Goods,110073,5099839334344	,B/S WRAP RIB EYE STEAK 8OZ/227G,5 x 5pce,NA,£197.09,0.0%,In Stock,Butchers Select,Butchers Select Premium Irish Beef Rib Eye Steak,No
Fresh & Chilled Goods,798186,5391536660529	,PLANT IT VEGAN BREADED FILLET,5 x 1kgm,NA,£62.15,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,798187,5391536660529	,PLANT IT VEGAN BREADED FILLET,1 x 1kgm,NA,£12.79,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,914860,5391536660536	,PLANT IT VEGAN BREADED GOUJONS,1 x 1kgm,NA,£12.79,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,743598,5060072990017	,MASH DIRECT MASHED POTATO,1 x 400grm,£1.42,£0.99,0.0%,In Stock,MASH DIRECT,Mash Direct Mashed Potato 400g,No
Fresh & Chilled Goods,545471,5060072990871	,MASH DIRECT POTATO ROSTI,1 x 180grm,£1.39,£0.99,0.0%,In Stock,MASH DIRECT,Mash Direct Potato Rosti 180g,No
Fresh & Chilled Goods,761880,5057624242410	,DENNY DELI TRAD HAM,1 x 90grm,£1.79,£1.49,0.0%,In Stock,Pilgrim Foods,Visit denny.ie for our Sourcing Policy.,No
Fresh & Chilled Goods,747391,5019503006117	,QUORN SOUTHERN BURGERS 4PK,1X252GRM,£2.00,£1.65,0.0%,In Stock,Quorn,To discover delicious recipes made with Quorn products and to find out more about our approach to sustainable nutrition visit www.quorn.co.uk and get social with us!,No
Fresh & Chilled Goods,761879,5057624242410	,DENNY DELI TRAD HAM,12 x 90grm,£1.79,£16.85,0.0%,In Stock,Pilgrim Foods,Visit denny.ie for our Sourcing Policy.,No
Fresh & Chilled Goods,590043,5011069173579	,GALTEE BIG BUY CRUMB HAM,1 x 360grm,£4.49,£3.29,0.0%,In Stock,Pilgrim Foods,Galtee Crumbed Ham 16 Slices 360g,No
Fresh & Chilled Goods,794513,5099839697357	,MUSGRAVE EXCELLENCE SEMIDRIED TOMS,1 x 1kgm,NA,£5.99,0.0%,In Stock,Musgrave Foodservice Ltd,Musgrave Excellence Semi-Dried Tomatoes 1.1kg,No
Fresh & Chilled Goods,590035,5011069173579	,GALTEE BIG BUY CRUMB HAM,6 x 360grm,£4.49,£19.69,0.0%,In Stock,Pilgrim Foods,Galtee Crumbed Ham 16 Slices 360g,No
Fresh & Chilled Goods,544566,5060072990871	,MASH DIRECT POTATO ROSTI,6 x 180grm,£1.39,£5.99,0.0%,In Stock,MASH DIRECT,Mash Direct Potato Rosti 180g,No
Fresh & Chilled Goods,914859,5391536660536	,PLANT IT VEGAN BREADED GOUJONS,5 x 1kgm,NA,£60.49,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,119463,5011069150877	,KERRYMAID PIZZA GRATED,6 x 2kgm,NA,£65.25,0.0%,In Stock,Kerrymaid,Kerrymaid Perfect Melt Pizza Grate 2kg,No
Fresh & Chilled Goods,119457,5000187121258	,KERRYMAID GRATED WHITE CHEESE,1 x 2kgm,NA,£8.55,0.0%,In Stock,Kerrymaid,Kerrymaid Mild & Creamy Grated White 2kg,No
Fresh & Chilled Goods,795070,8020537681505	,COW MOZZARELLA CHEESE PORTIONS,NA,NA,NA,0.0%,Out of Stock,GLENEELY FOODS LTD,NA,No
Fresh & Chilled Goods,164396,5011255291650	,COLERAINE MED CHEDDAR,NA,NA,NA,0.0%,Out of Stock,Coleraine,Coleraine Medium Cheddar 200g,No
Fresh & Chilled Goods,794760,5202390019739	,VIOLIFE VEGAN GRATED MOZZARELLA,NA,NA,NA,0.0%,Out of Stock,Upfield Spread Irl Ltd,NA,No
Fresh & Chilled Goods,539638,5011069034528	,KERRYMAID DAIRY SPREAD,NA,NA,NA,0.0%,Out of Stock,Kerrymaid,Kerrymaid 1kg,No
Fresh & Chilled Goods,543550,5011069001292	,DENNY PORK C/TAIL SAUSAGES,NA,NA,NA,0.0%,Out of Stock,Pilgrim Foods,Henry Denny & Sons 36 Cocktail Pork Sausages 454g,No
Fresh & Chilled Goods,755711,5060072991830	,M/DIRECT B/BATTERED ONION RINGS,1 x 300grm,£2.05,£1.29,0.0%,In Stock,MASH DIRECT,Mash Direct Beer Battered Onion Rings 200g,No
Fresh & Chilled Goods,747390,5019503006117	,QUORN SOUTHERN BURGERS 4PK,NA,NA,NA,0.0%,Out of Stock,Quorn,To discover delicious recipes made with Quorn products and to find out more about our approach to sustainable nutrition visit www.quorn.co.uk and get social with us!,No
Fresh & Chilled Goods,761878,5057624242434	,DENNY DELI CRMB HAM,NA,NA,NA,0.0%,Out of Stock,Pilgrim Foods,Visit denny.ie for our Sourcing Policy,No
Fresh & Chilled Goods,755710,5060072991830	,M/DIRECT B/BATTERED ONION RINGS,6 x 300grm,£2.05,£7.69,0.0%,In Stock,MASH DIRECT,Mash Direct Beer Battered Onion Rings 200g,No
Fresh & Chilled Goods,916931,5060072994695	,MASH DIRECT SKINNY FRIES,NA,NA,NA,0.0%,Out of Stock,MASH DIRECT,Mash Direct Skinny Fries 250g,No
Fresh & Chilled Goods,916932,5060072994695	,MASH DIRECT SKINNY FRIES,NA,NA,NA,0.0%,Out of Stock,MASH DIRECT,Mash Direct Skinny Fries 250g,No
Fresh & Chilled Goods,743596,5060072990017	,MASH DIRECT MASHED POTATO,6 x 400grm,£1.42,£5.99,0.0%,In Stock,MASH DIRECT,Mash Direct Mashed Potato 400g,No
Fresh & Chilled Goods,703953,5060072990109	,MASH DIRECT GREEN CABBAGE,1 x 280grm,£1.49,£1.15,0.0%,In Stock,MASH DIRECT,Mash Direct Green Cabbage 280g,No
Fresh & Chilled Goods,761877,5057624242434	,DENNY DELI CRMB HAM,NA,NA,NA,0.0%,Out of Stock,Pilgrim Foods,Visit denny.ie for our Sourcing Policy,No
"Biscuits, Bread & Cakes",678989,72417174155	,WAGON WHEELS TEACAKES JAMMIE,14X120GRM,£0.75,£8.29,0.0%,In Stock,SHS Distributors,Wagon Wheels Teacakes Jammie 120g,No
Fresh & Chilled Goods,697593,5060072990109	,MASH DIRECT GREEN CABBAGE,6 x 280grm,£1.49,£6.69,0.0%,In Stock,MASH DIRECT,Mash Direct Green Cabbage 280g,No
Fresh & Chilled Goods,743605,5060072990079	,MASH DIRECT TURNIP,1 x 400grm,£1.39,£0.99,0.0%,In Stock,MASH DIRECT,Mash Direct Mashed Turnip 400g,No
Fresh & Chilled Goods,743604,5060072990079	,MASH DIRECT TURNIP,6 x 400grm,£1.39,£5.99,0.0%,In Stock,MASH DIRECT,Mash Direct Mashed Turnip 400g,No
"Biscuits, Bread & Cakes",745245,5000168190846	,MCV DIGESTIVES TWINPK,9X800GRM,£2.40,£16.99,0.0%,In Stock,United Biscuits,"www.123healthybalance.comBritain's Got TalentWin Your  Golden Buzzer Moment*Win Tickets to the Live Shows and Enjoy Money-Can't-Buy Shared Experiences**Scan QR code to be in with the chance of winning 70 live final & 130 semi final tickets. 30 VIP tickets for Britain's Got Talent dress rehearsal, and 350 pairs of personalised merchandise. Plus an unmissable trip to America's Got Talent final to share with a loved one.UK, 18+, Purchase, smartphone, internet & email required. NPN in NI. Closes 31/12/22. 4 prize draws in total between 31/03/22 & 31/12/22 with various prizes. Max 1 entry per  day, 10 per draw and 1 prize per draw. Visit mcvitiesbgt.co.uk for full details, T&Cs & Privacy Notice.",No
"Biscuits, Bread & Cakes",436456,5000168124858	,MCV RICH TEA TWIN PACK,9X600GRM,£2.40,£16.99,0.0%,In Stock,McVitie's,"www.123healthybalance.comWin Your Golden Buzzer Moment*Win Tickets to the Live Shows and Enjoy Money-Can't-Buy Shared Experiences**Scan QR code to be in with the chance of winning 70 live final & 130 semi final tickets. 30 VIP tickets for Britain's Got Talent dress rehearsal, and 350 pairs of  personalised merchandise. Plus an unmissable trip to America's Got Talent final to share with a loved one.UK, 18+, Purchase, smartphone, internet & email required. NPN in NI. Closes 31/12/22. 4 prize draws in total between 31/03/22 & 31/12/22 with various prizes. Max 1 entry per day, 10 per draw and 1 prize per draw. Visit mcvitiesbgt.co.uk for full details, T&Cs & Privacy Notice.",No
"Biscuits, Bread & Cakes",769423,7622300315269	,OREO TWIN PACK,8X308GRM,£1.09,£6.29,0.0%,In Stock,Kraft Foods UK Ltd,"Cocoa LifeWe make our cookies with cocoa, sourced through the Cocoa Life sustainability program.www.cocoalife.org",No
"Biscuits, Bread & Cakes",746161,5000168211664	,MCV BOURBON CREAMS 1.00,12 x 300grm,£1.00,£8.99,0.0%,In Stock,United Biscuits,www.123healthybalance.com,No
"Biscuits, Bread & Cakes",509903,72417143700	,JAMMIE DODGERS,18X140GRM,£0.59,£7.69,0.0%,In Stock,SHS Distributors,Jammie Dodgers 8 Biscuits Raspberry Flavour 140g,No
"Biscuits, Bread & Cakes",916652,652655001156	,BORDER DARK CHOC GINGER,14X150GRM,£1.09,£10.19,20.0%,In Stock,United Biscuits Foods Division,We are happy to declare that the palm oil contained within the ingredients we use is certified as sustainable.,No
"Biscuits, Bread & Cakes",916650,652655001132	,BORDER CHOC VINNESSE WHIRLS,12 x 150grm,£1.09,£8.69,20.0%,In Stock,United Biscuits Foods Division,We are happy to declare that the palm oil contained within the ingredients we use is certified as sustainable.,No
"Biscuits, Bread & Cakes",916647,5012036001444	,BORDER GINGER DARK CHOCOLATE,18X144GRM,£1.09,£12.99,20.0%,In Stock,United Biscuits Foods Division,We are happy to declare that the palm oil contained within the ingredients we use is certified as sustainable.,No
"Biscuits, Bread & Cakes",128494,72417141829	,LYONS TOFFYPOPS +100% FREE,20X240GRM,£1.29,£16.99,20.0%,In Stock,SHS Distributors,Lyons' Biscuits Toffypops 240g,No
Alcohol & Tobacco,914806,5000435016398	,RICHMOND SK ORIGINAL,10 x 20pk,£10.15,£81.85,20.0%,In Stock,Imperial Tobacco Ltd,Richmond Original Superkings 20,No
Alcohol & Tobacco,914805,5000435016428	,RICHMOND SK BRIGHT NI,10 x 20pk,£10.15,£81.85,20.0%,In Stock,Imperial Tobacco Ltd,Richmond Bright Superkings 20,No
Alcohol & Tobacco,916645,5000143949131	,MAYFAIR SILVER SK,10 x 20pk,£10.15,£80.59,20.0%,In Stock,Gallaher Ltd,Mayfair 20 Cigarettes Superkings Silver,No
Alcohol & Tobacco,779277,5000435015674	,RICHMOND SK GREEN NI,10 x 20pk,£10.15,£81.85,20.0%,In Stock,Imperial Tobacco Ltd,Richmond Green Filter Superkings 20 Cigarettes,No
Alcohol & Tobacco,779288,5000435014691	,EMBASSY KS SILVER NI,10 x 20pk,£10.15,£81.85,20.0%,In Stock,Imperial Tobacco Ltd,Embassy Signature Silver 20,No
Alcohol & Tobacco,779286,500043514660	,EMBASSY SK GOLD SIGNATURE NI,10 x 20pk,£10.15,£81.85,20.0%,In Stock,Imperial Tobacco Ltd,NA,No
Alcohol & Tobacco,779278,5000435015643	,RICHMOND KS REAL BLUE NI,10 x 20pk,£10.15,£81.85,20.0%,In Stock,Imperial Tobacco Ltd,Richmond Original 20,No
Alcohol & Tobacco,779270,5000435015254	,L&B SK BLUE LONGER LASTING NI,10 x 20pk,£10.40,£85.05,20.0%,In Stock,Imperial Tobacco Ltd,L & B Blue Longer Lasting Superkings 20,No
Alcohol & Tobacco,779285,5000435014639	,EMBASSY KS GOLD SIGNATURE NI,10 x 20pk,£10.15,£81.85,20.0%,In Stock,Imperial Tobacco Ltd,Embassy Signature Gold 20,No
Alcohol & Tobacco,779272,5000435015223	,L&B KS REAL BLUE NI,10 x 20pk,£10.40,£84.65,20.0%,In Stock,Imperial Tobacco Ltd,L & B Blue Real Blue 20,No
Alcohol & Tobacco,779271,5000435015315	,L&B KS BLUE NEW CRUSH NI,10 x 20pk,£10.40,£84.65,20.0%,In Stock,Imperial Tobacco Ltd,L&B Blue New Crush 20 Cigarettes,No
Alcohol & Tobacco,779268,5000435015285	,L&B KS BLUE BRIGHT AIR FILTER NI,10 x 20pk,£10.40,£84.65,20.0%,In Stock,Imperial Tobacco Ltd,L&B Blue Bright Air Filter 20 Cigarettes,No
Soft Drinks,710236,5000347074011	,LUCOZADE ORIGINAL 6 PACK,4 x 380mls,£3.50,£9.99,20.0%,In Stock,Lucozade,Lucozade Energy Original 6 x 380ml Multipack,No
Soft Drinks,916094,5000177496502	,MR FREEZE CLASSIC,140X45MLS,£0.15,£8.99,20.0%,In Stock,Rob Roberts NI Ltd,NA,No
Soft Drinks,505305,5054267000247	,LUCOZADE ORANGE 6 PACK,4 x 380mls,£3.50,£9.99,20.0%,In Stock,Suntory GB Ltd,Lucozade Energy Orange 6 x 380ml Multipack,No
Soft Drinks,181684,5000347071843	,LUCOZADE ORANGE,24 x 380mls,£1.29,£14.99,20.0%,In Stock,Lucozade,Lucozade Energy Drink Orange 380ml,No
Soft Drinks,181685,5000347071836	,LUCOZADE ORIGINAL,24 x 380mls,£1.29,£14.99,20.0%,In Stock,Lucozade,Lucozade Energy Original 380ml,No
Soft Drinks,178532,5060166695576	,MONSTER ENERGY ORIGINAL CAN 4 PACK,6 x 500mls,£3.99,£16.49,20.0%,In Stock,Monster,Monster Energy Original 4 x 500ml,No
Soft Drinks,511030,5010679017198	,MR FREEZE JUBBLYS STRAWBERRY 8PK,6X8PK,£1.99,£6.99,20.0%,In Stock,Rob Roberts NI Ltd,"Full of flavour and lots of fun!Mr Freeze has been loved by children of all ages for generations. Made with good stuff like natural colours and flavours, means they're perfect for hungry little penguins after school as part of a varied and balanced diet.",No
Soft Drinks,511027,5010679017211	,MR FREEZE JUBBLYS ORANGE8PK,6X8PK,£1.99,£6.99,20.0%,In Stock,Rob Roberts NI Ltd,Mr. Freeze Jubbly Orange Ice Lollies 8 x 62ml,No
Soft Drinks,511012,5010679017235	,MR FREEZE JUBBLYS COLA 8PK,6X8PK,£1.99,£6.99,20.0%,In Stock,Rob Roberts NI Ltd,Mr. Freeze Jubbly Cola Ice Lollies 8 x 62ml,No
Soft Drinks,163814,5000347060496	,LUCOZADE ORANGE ENERGY,12 x 500mls,£1.79,£11.69,20.0%,In Stock,Lucozade,Lucozade Energy Drink Orange 500ml,No
"Household, Cleaning & Pet Care",673711,5000101988790	,MORNING FRESH ORIGINAL+50%,6X675MLS,£1.19,£4.29,20.0%,In Stock,Johnson Brothers,Cussons Morning Fresh Original Fresh Dishwashing Liquid 675ml,No
"Household, Cleaning & Pet Care",761817,5000204625158	,TOILET DUCK OCEAN 4IN1,8 x 750mls,£1.15,£5.49,20.0%,In Stock,Duck,Duck Toilet Liquid Cleaner Marine 750ml,No
"Household, Cleaning & Pet Care",414467,5011417769782	,HARPIC WHITE & SHINE,12 x 750mls,£1.05,£8.29,20.0%,In Stock,SHS Distributors,Harpic White & Shine Bleach Original 750ml,No
"Household, Cleaning & Pet Care",761818,5000204625189	,TOILET DUCK PINE 4IN1,8 x 750mls,£1.15,£5.49,20.0%,In Stock,Duck,Duck Toilet Liquid Cleaner Pine 750ml,No
"Household, Cleaning & Pet Care",413432,5011417559789	,HARPIC ACTIVE PINK,12 x 750mls,£1.05,£8.49,20.0%,In Stock,Harpic,Harpic Active Fresh Pink Blossom 750ml,No
"Household, Cleaning & Pet Care",763090,8710847994159	,CIF OCEAN FLOOR CLEANER,8X950MLS,£1.49,£6.59,20.0%,In Stock,Unilever Ireland Homecare,Cif Ocean Floor Cleaner 950 ml,No
Soft Drinks,639441,5000347054358	,LUCOZADE ENERGY ORIGINALBOTTLE,12 x 500mls,£1.79,£11.99,20.0%,In Stock,Lucozade,Lucozade Energy Drink Original 500ml,No
Soft Drinks,435720,87170702	,PEPSI MAX PET,24 x 500mls,£1.29,£15.99,20.0%,In Stock,Pepsi,Pepsi Max 500ml,No
"Household, Cleaning & Pet Care",763089,8710847994166	,CIF WILD ORCHID FLOOR CLEANER,8X950MLS,£1.49,£6.59,20.0%,In Stock,Unilever Ireland Homecare,Cif Wild Orchid Floor Cleaner 950 ml,No
"Household, Cleaning & Pet Care",500711,5011417561928	,DETTOL A/BAC SURFACE CLEANSER,6 x 500mls,£1.00,£3.99,20.0%,In Stock,SHS Distributors,www.cleanright.euwww.rbeuroinfo.com,No
"Household, Cleaning & Pet Care",915918,5011417569566	,DETTOL BIO WIPES,10X30PK,£1.09,£6.79,20.0%,In Stock,SHS Distributors,Dettol Antibacterial Cleansing Surface 30 Large Wipes,No
"Household, Cleaning & Pet Care",405163,5000186735012	,CIF CREAM LEMON,8 x 500mls,£1.49,£7.29,20.0%,In Stock,Cif,Cif Lemon Cream Cleaner 500 ml,No
"Household, Cleaning & Pet Care",405164,5000186735036	,CIF CREAM WHITE,8 x 500mls,£1.49,£7.29,20.0%,In Stock,Cif,Cif Original Cream Cleaner 500 ml,No
"Household, Cleaning & Pet Care",446424,5011417563359	,FINISH ALL IN ONE 2.99,7X13PK,£2.99,£11.99,20.0%,In Stock,SHS Distributors,"FINSH,GB, POWER AIO7x13",No
"Household, Cleaning & Pet Care",915676,8445290076359	,FELIX CHICKEN JELLY 3F1.19,20 x 100grm,£0.40,£4.59,20.0%,In Stock,Nestle Purina UK Commerical Op,Felix Original with Chicken in Jelly 100g,No
"Household, Cleaning & Pet Care",915675,8445290081407	,FELIX BEEF IN JELLY 3F1.19,20 x 100grm,£0.40,£4.59,20.0%,In Stock,Nestle Purina UK Commerical Op,Felix Original with Beef in Jelly 100g,No
"Household, Cleaning & Pet Care",797951,5000161004911	,BONIO BISCUITS,5 x 650grm,£1.99,£5.99,20.0%,In Stock,Bonio,Bonio Dog Biscuit The Original 650g,No
"Household, Cleaning & Pet Care",915917,8445290094629	,BAKERS ALLSORTS 1.19,6X98GRM,£1.19,£3.19,20.0%,In Stock,Nestle Purina UK Commerical Op,"Bakers Allsorts Delicious Bite Size Treats Flavoured with Chicken, Beef & Lamb 98g",No
"Household, Cleaning & Pet Care",439360,5998749125564	,PEDIGREE T/BITE CUBES CHICKEN,8X130GRM,£1.49,£7.29,20.0%,In Stock,Pedigree,Developed with our nutritionists and veterinarians of  the Waltham CentreA World Leading Authority on Pet Care and  Nutrition,No
"Household, Cleaning & Pet Care",791743,7613287502728	,GOURMET DUCK/CHK/TURK 1.99,8X50GRM,£1.99,£9.69,20.0%,In Stock,Nestle Purina UK Commerical Op,Till receipt required. UK and ROI residents 18+ only.  Limited to one claim per household.Terms and Conditions apply. Phone Petcare line 0800 212 161 for claim form and full Terms and Conditions.Come and meet me on my very own websitewww.gourmet-cat.co.ukIn the UK we are partnering with other brands to support supermarket collection points of flexible plastic packaging. Some retailers have already started collection points and this will grow with time.Please follow the link to learn more: purina.co.uk/packaging.,No
"Household, Cleaning & Pet Care",915684,8445290076229	,PURINA CHICK&W/GRAIN 1.49,6 x 200grm,£1.49,£4.99,20.0%,In Stock,Nestle Purina UK Commerical Op,Purina ONE Chicken and Whole Grains 200g,No
"Household, Cleaning & Pet Care",915889,8720181109539	,SURF TROPICAL LIQUID,8X486MLS,£2.50,£10.99,20.0%,In Stock,Unilever Ireland Homecare,Surf Tropical Lily Concentrated Liquid Laundry Detergent 18 Washes,No
"Household, Cleaning & Pet Care",753487,8710908006227	,COMFORT SKY,6X540MLS,£2.79,£10.99,20.0%,In Stock,Unilever Ireland Homecare,Comfort Ultimate Care Fresh Sky Ultra-Concentrated Fabric Conditioner 36 Wash 540 ml,No
"Household, Cleaning & Pet Care",753488,8710908006197	,COMFORT PASSION,6X540MLS,£2.79,£10.99,20.0%,In Stock,Unilever Ireland Homecare,Comfort Ultimate Care Fuchsia Passion Ultra-Concentrated Fabric Conditioner 36 Wash 540 ml,No
"Household, Cleaning & Pet Care",683507,7322540944761	,CUSHELLE QUILTED,10 x 4pk,£2.99,£16.29,20.0%,In Stock,SCA Hygiene Ltd,Cushelle Quilted Toilet Roll 4 Rolls,No
"Household, Cleaning & Pet Care",658777,7322540910575	,PLENTY THE ORIGINAL ROLL,12X1PK,£2.19,£14.29,20.0%,In Stock,SCA Hygiene Ltd,Plenty White Kitchen Roll 100 Sheets,No
"Household, Cleaning & Pet Care",683508,7322540944600	,CUSHELLE QUILTED,5X9PK,£5.59,£15.99,20.0%,In Stock,SCA Hygiene Ltd,Cushelle Quilted Toilet Roll 9 Rolls,No
"Household, Cleaning & Pet Care",173804,7322540432992	,CUSHELLE 16PK,1 x 16pk,£8.69,£5.29,20.0%,In Stock,Cushelle,Cushelle White 16 Toilet Rolls,No
"Household, Cleaning & Pet Care",791677,5010708700442	,NATURO BEEF & CHICKEN INJELLY,12 x 390grm,£1.19,£8.49,20.0%,In Stock,Mackle Petfoods,Naturo Natural Pet Food Beef with Chicken in Herb Jelly Adult Dog 1-7 Years 390g,No
"Household, Cleaning & Pet Care",719267,8004260421423	,NICKY JUMBO KITCHEN TOWELS,12X1PK,£1.79,£11.59,20.0%,In Stock,Nicky,"Visit Us:nickytissue.co.uknicky.ieSofidelEndless Care, Innovative LifePeople and the EnvironmentInnovation and a focus on people and the environment are the key pillars to the success of Sofidel's development.The Group promotes projects designed to improve hygiene, health and well-being. With  the use of technology and a clear defined strategy, Sofidel  aims to reduce its environmental footprint to:Cut CO2 emissionsRespect forestry resourcesLimit water consumption",No
"Household, Cleaning & Pet Care",766056,7613039603079	,WINALOT PP CIG 3.75 12PK,4 x 100grm,£3.75,£8.99,20.0%,In Stock,Nestle Purina UK Commerical Op,For further information please go to: www.winalot-dog.co.uk,No
"Household, Cleaning & Pet Care",754055,5900951277917	,PEDIGREE BEEF&VEG IN GRAVY,14X300GRM,£1.59,£13.79,20.0%,In Stock,Mars Pet Care UK Ltd,"Pedigree Wet Dog Food Pouches Beef, Liver and Vegetables in Gravy 3 x 100g",No
"Household, Cleaning & Pet Care",791676,5010708700411	,NATURO CHICKEN HERB GRAVY,12 x 390grm,£1.19,£8.49,20.0%,In Stock,Mackle Petfoods,Naturo Natural Pet Food Chicken with Fruit & Vegetables in a Herb Gravy Adult Dog 1-7 Years 390g,No
"Household, Cleaning & Pet Care",754054,5900951277979	,PEDIGREE CHICKEN IN JELLY,14X300GRM,£1.59,£13.79,20.0%,In Stock,Mars Pet Care UK Ltd,Pedigree Adult Wet Dog Food Pouches Chicken in Jelly 3 x 100g,No
"Household, Cleaning & Pet Care",915677,8445290076458	,FELIX TUNA IN JELLY 3F1.19,20 x 100grm,£0.40,£4.59,20.0%,In Stock,Nestle Purina UK Commerical Op,Felix Original with Tuna in Jelly 100g,No
"Household, Cleaning & Pet Care",766055,7613038759456	,WINALOT PP CIJ 3.75 12PK,4 x 100grm,£3.75,£8.99,20.0%,In Stock,Nestle Purina UK Commerical Op,For further information please go to: www.winalot-dog.co.uk,No
"Household, Cleaning & Pet Care",916583,5000101506512	,MORNING FRESH APPLE 50%,6X675MLS,£1.19,£4.29,20.0%,In Stock,Johnson Brothers,NA,No
"Household, Cleaning & Pet Care",494523,4015600893507	,BOLD LAVENDAR & CAMOMILE,6X1.4KGM,£6.45,£22.59,20.0%,In Stock,Bold,Bold 2in1 Washing Powder Lavender & Camomile 1.43Kg 22 Washes,No
"Household, Cleaning & Pet Care",409072,8711600340039	,COMFORT PURE 1.99,8 x 750mls,£1.99,£7.39,20.0%,In Stock,Unilever Ireland Homecare,"Cleaner Planet PlanComfort Concentrate uses over 50% less packaging per wash compared to Comfort Regular, so not only are your clothes left feeling soft and smelling fresh, you're helping to care for the environment as well.To find out more visit: www.cleanerplanetplan.comwww.sustainable-cleaning.com",No
"Household, Cleaning & Pet Care",409066,8711600339743	,COMFORT BLUE 1.99,8 x 750mls,£1.99,£7.39,20.0%,In Stock,Comfort,Comfort  Blue skies Fabric Conditioner 21 Wash 750ml,No
"Household, Cleaning & Pet Care",916740,8720182374851	,DOMESTOS PINK 1.25,9 x 750mls,£1.25,£6.99,20.0%,In Stock,Unilever Ireland Homecare,Domestos Pink Power Thick Bleach 750 ml PMP,No
"Household, Cleaning & Pet Care",425367,4015600902872	,DAZ 2.49,6 x 650grm,£2.49,£10.59,20.0%,In Stock,Daz,"Daz Washing Powder Whites & Colours 650G, 10 Washes",No
"Household, Cleaning & Pet Care",916739,8720182384805	,DOMESTOS CITRUS 1.25,9 x 750mls,£1.25,£6.99,20.0%,In Stock,Unilever Ireland Homecare,Domestos Citrus Fresh Thick Bleach 750 ml PMP,No
"Household, Cleaning & Pet Care",916738,8720182374868	,DOMESTOS BLUE 1.25,9 x 750mls,£1.25,£6.99,20.0%,In Stock,Unilever Ireland Homecare,Domestos Original Thick Bleach 750 ml PMP,No
"Household, Cleaning & Pet Care",916280,5029053582016	,ANDREX GENTLE CLEAN 2.79,6X4PK,£2.79,£9.99,20.0%,In Stock,Kimberley Clark Ltd,"Andrex Gentle Clean Toilet Tissue, 4 Toilet Rolls £2.79 PMP",No
"Household, Cleaning & Pet Care",916279,5029053582030	,ANDREX QUILTS 2.79,6X4PK,£2.79,£9.99,20.0%,In Stock,Kimberley Clark Ltd,Find your feeling of clean at www.andrex.co.uk,No
"Household, Cleaning & Pet Care",916380,7613287474704	,PURINA CHICK&W/GRAIN 3.75,NA,NA,NA,20.0%,Out of Stock,Nestle Purina UK Commerical Op,Purina ONE Adult Dry Cat Food Chicken and Wholegrains  600g,No
"Household, Cleaning & Pet Care",639579,7322540910728	,PLENTY KITCHEN ROLL 200 SHEETS,4 x 2pk,£3.99,£9.59,20.0%,In Stock,SCA Hygiene Ltd,Plenty White Kitchen Roll 200 Sheets,No
"Household, Cleaning & Pet Care",173460,7322540611717	,PLENTY THE EXTRA BIG ONE,8X1PK,£3.39,£13.79,20.0%,In Stock,Plenty,Plenty MAX The Extra Big One 1 roll,No
"Household, Cleaning & Pet Care",796328,5029053571539	,ANDREX GENTLE CLEAN,1 x 16pk,£8.99,£5.19,20.0%,In Stock,Kimberley Clark Ltd,www.andrex.co.uk,No
"Household, Cleaning & Pet Care",794839,5029053578231	,ANDREX,4X9PK,£5.59,£13.99,20.0%,In Stock,Kimberley Clark Ltd,Find your feeling of clean at www.andrex.co.uk,No
"Household, Cleaning & Pet Care",754144,8001841066820	,FAIRY NON BIO CAPSULES,3X15PK,£4.95,£8.39,20.0%,In Stock,Interactive Irl Ltd,Fairy Non Bio Pods Washing Liquid Capsules 15 Washes,No
"Household, Cleaning & Pet Care",447572,4084500591615	,DAZ PODS REGULAR,6X12PK,£3.29,£10.99,20.0%,In Stock,Interactive Irl Ltd,Daz ALL-in-1 PODs Washing Liquid Capsules Whites & Colours 12 Washes,No
