Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
Packaging & Disposables,791457,5011581066465	,C/PACK ENVIRO FLEXI PAPER STRAW,1 x 150pce,NA,£1.69,20.0%,In Stock,ROBINSON YOUNG,NA,No
"Health, Beauty & Baby",504715,8710908178399	,A/BALSAM APPLE SHAMPOO,6 x 350mls,£1.19,£4.19,20.0%,In Stock,Unilever Ireland Personal Care,Alberto Balsam Juicy Green Apple Refreshing Shampoo 350 ml,No
Professional Cleaning & Hygiene,799974,8006540345108	,FAIRY NON BIO PODS 2X50,1 x 100pce,NA,£14.25,20.0%,In Stock,Galgorm Chemicals Ltd,Fairy Non Bio Pods Washing Liquid Capsules 100 Washes,No
"Health, Beauty & Baby",504704,8710908180811	,A/BALSAM RASPBERRY SHAMPOO,6 x 350mls,£1.19,£4.19,20.0%,In Stock,Unilever Ireland Personal Care,Alberto Balsam Sunkissed Raspberry Shampoo 350 ml,No
"Health, Beauty & Baby",504702,8710908182082	,A/BALSAM RASPBERRY CONDITIONER,6 x 350mls,£1.19,£4.19,20.0%,In Stock,Unilever Ireland Personal Care,Alberto Balsam Sunkissed Raspberry Conditioner 350 ml,No
Professional Cleaning & Hygiene,181844,5011581021846	,LE CUBE PEDAL BIN LINERS,6X300PCE,NA,£40.75,20.0%,In Stock,Le Cube,NA,No
Professional Cleaning & Hygiene,181845,5011581021846	,LE CUBE PEDAL BIN LINERS,1 x 300pce,NA,£6.79,20.0%,In Stock,Le Cube,NA,No
Professional Cleaning & Hygiene,181843,5011581017658	,LE CUBE SWING BIN LINERS,1 x 200pce,NA,£9.15,20.0%,In Stock,Le Cube,NA,No
Professional Cleaning & Hygiene,650890,8001090143600	,FAIRY PROF W/UP LIQUID A/BACT,1 x 5ltr,NA,£9.15,20.0%,In Stock,Galgorm Chemicals Ltd,Fairy Professional Super Concentrated Washing Up Liquid Antibacterial 2x5L,No
Professional Cleaning & Hygiene,555560,8001090143600	,FAIRY PROF W/UP LIQUID A/BACT,2 x 5ltr,NA,£16.99,20.0%,In Stock,Galgorm Chemicals Ltd,Fairy Professional Super Concentrated Washing Up Liquid Antibacterial 2x5L,No
Professional Cleaning & Hygiene,545367,8001090186485	,FAIRY DISHWASHER TABS ORIGINAL AUTO,1 x 100pce,NA,£9.99,20.0%,In Stock,Galgorm Chemicals Ltd,"Fairy Original All In One Dishwasher Tablets, Regular, 100 Capsules",No
Professional Cleaning & Hygiene,544360,8001090215581	,FAIRY LEMON DISH TABLETS,1 x 100pce,NA,£9.99,20.0%,In Stock,Galgorm Chemicals Ltd,Fairy Original All In One Dishwasher Tablets Lemon 2x100,No
Professional Cleaning & Hygiene,544358,8001090215581	,FAIRY LEMON DISH TABLETS,2 x 100pce,NA,£19.98,20.0%,In Stock,Galgorm Chemicals Ltd,Fairy Original All In One Dishwasher Tablets Lemon 2x100,No
Professional Cleaning & Hygiene,544354,8001090186485	,FAIRY DISHWASHER TABS ORIGINAL AUTO,2 x 100pce,NA,£19.98,20.0%,In Stock,Galgorm Chemicals Ltd,"Fairy Original All In One Dishwasher Tablets, Regular, 100 Capsules",No
Professional Cleaning & Hygiene,195332,5011888034730	,DOMESTOS PROFESSIONAL,1 x 5ltr,NA,£4.49,20.0%,In Stock,DIVERSEY IRELAND,Certificated by the Royal Institute of Public Health,No
"Health, Beauty & Baby",504698,8710908181719	,A/BALSAM APPLE CONDITIONER,6 x 350mls,£1.19,£4.19,20.0%,In Stock,Unilever Ireland Personal Care,Alberto Balsam Juicy Green Apple Conditioner 350ml,No
Professional Cleaning & Hygiene,195331,5011888034730	,DOMESTOS PROFESSIONAL,4 x 5ltr,NA,£17.96,20.0%,In Stock,DIVERSEY IRELAND,Certificated by the Royal Institute of Public Health,No
Retail Grocery,789644,78876501327	,NAMBARRIE TEABAGS,4 x 100pce,£3.69,£9.99,0.0%,In Stock,R.TWINING & CO LTD,"Northern Ireland Children's Hospice - Supported by NambarrieWe are supporting Northern Ireland Children's HospiceBy purchasing this pack you are helping fund a nurse who will care for over 300 local children and young people with life-limiting conditions who use the Children's Hospice every year. Thank you.For more info or to donate visit www.nihospice.orgEthical Tea PartnershipWe care about the communities where our tea is grown and picked and this is why we are a founder member of the Ethical Tea Partnership, which works to improve tea workers welfare and the environment in which they  live.",No
Retail Grocery,478607,70177103088	,TWININGS GREEN TEA 40G,4X50GRM,£1.99,£5.99,0.0%,In Stock,R.TWINING & CO LTD,"Doing goodWith your support, Twinings helps provide access to clean water for villages across Darjeeling, helps improve mother and baby health in tea growing regions of Yunnan and helps improve health and nutrition in tea communities  in Assam.To learn more about these projects while you finish your cup, head to twinings.co.uk.Ethical Tea PartnershipTwinings is a founding member of the Ethical Tea Partnership.",No
Retail Grocery,915937,8445290044914	,NESCAFE AZERA 4.19,6 x 90grm,£4.19,£14.39,0.0%,In Stock,Nestle UK Ltd,Find out more about Cup of Respect at nescafe.com/gb/cup-of-respect/Check out our YouTube Channel at youtube.com/c/UKNescafeJoin us at facebook.com/NescafeUKFollow us on Instagram @nescafeazeraVisit nescafe.com/gb,No
Retail Grocery,753726,5000232893536	,PRINCES CORNED BEEF,16X130GRM,£1.49,£16.99,0.0%,In Stock,SHS Distributors,Princes Corned Beef 130g,No
Retail Grocery,532328,5000232867971	,PRINCES PRUNES,12 x 420grm,£1.43,£11.79,0.0%,In Stock,Princes,Need tasty and easy recipes?You'll find them at princes.co.uk,No
Retail Grocery,915824,5011021024925	,JACOBS RICH COFFEE,6 x 100grm,£1.69,£7.59,0.0%,In Stock,United Biscuits Foods Division,Jacob's Its Just Coffee Rich Roast 100g,No
Retail Grocery,756266,5000232901552	,BATCHELORS SMALL PEAS,24 x 300grm,£0.55,£8.99,0.0%,In Stock,SHS Distributors,"To see how versatile peas are, go to www.batchelorspeas.co.uk",No
Retail Grocery,517258,5000175413334	,BATCHELORS BIGGA PEAS,24 x 300grm,£0.49,£9.29,0.0%,In Stock,Batchelors,"To see how versatile peas are, go to www.batchelorspeas.co.uk",No
Retail Grocery,915687,5059319016986	,KRAVE COOKIE&CREAM 3.29,5X410GRM,£3.29,£10.39,0.0%,In Stock,Kelloggs,Enjoy as part of a varied & balanced diet and a healthy lifestyle.,No
Retail Grocery,449095,5000157025746	,HEINZ BEANZ IN TOMATO SAUCE 3 PACK,8 x 200grm,£1.99,£11.49,0.0%,In Stock,Heinz,"To learn more about our sustainability commitments, visit www.Heinz.co.uk",No
Retail Grocery,915830,5059319018812	,FROSTIES 3.29,8 x 500grm,£3.29,£15.99,0.0%,In Stock,Kelloggs,£3.29**Recommended Retail Price,No
Retail Grocery,752610,5053827169929	,SPECIAL K 2.99,4 x 500grm,£2.99,£8.29,0.0%,In Stock,Kelloggs,Enjoy as part of a varied and balanced diet and a healthy lifestyle.£2.99**Recommended Retail Price,No
Retail Grocery,673602,50457236	,HEINZ TOMATO KETCHUP,8X910GRM,£3.59,£20.99,0.0%,In Stock,H.J.Heinz,Check out our tomato ketchup recipes at Heinz.co.uk,No
Retail Grocery,276209,5000184161165	,KNORR VEGETABLE STOCK CUBES,12 x 80grm,£1.59,£12.99,0.0%,In Stock,Knorr,Knorr Vegetable Stock cubes 8 x 10 g,No
Retail Grocery,230015,5000184161103	,KNORR HAM STOCK CUBES,12 x 80grm,£1.59,£12.99,0.0%,In Stock,Knorr,Knorr Ham Stock cubes 8 x 10 g,No
"Household, Cleaning & Pet Care",705686,5413149418721	,FLASH APC LEMON,6 x 1ltr,£1.59,£5.69,20.0%,In Stock,Flash,Flash Multi-Surface & Floor Liquid Cleaner Lemon 1l,No
Retail Grocery,554328,5000111046244	,HP BROWN SAUCE TOP DOWN,12 x 450grm,£2.59,£22.59,0.0%,In Stock,HP,"HP Sauce, the original brown sauce which since 1899 has set the standard for quality.Everyone's favourite, this legendary and uniquely distinctive sauce is the result of our  dedication to sourcing the highest quality ingredients and using a closely guarded secret recipe.",No
Retail Grocery,524568,105245689	,ROBERTSONS GOLDEN S/LESS,6 x 454grm,£1.39,£6.29,0.0%,In Stock,Jaymark,Robertsons Golden Shredless 454g,No
Retail Grocery,751890,5060391621449	,CADBURY CRUNCHIE CHOCOLATE SPREAD,6 x 400grm,£3.09,£13.59,0.0%,In Stock,Jaymark,Cadbury Crunchie Spread 400g,No
Retail Grocery,751889,5000183501108	,CADBURY CHOCOLATE SPREAD,6 x 400grm,£3.09,£13.59,0.0%,In Stock,Cadbury,Cadbury,No
Retail Grocery,524048,50172511	,ROBERTSON G/SHRED MARMALADE,6 x 454grm,£1.39,£6.29,0.0%,In Stock,Robertson's,www.paddington.com,No
Retail Grocery,756183,5000354914003	,AMBROSIA CUSTARD 1.99 4PK,3X125GRM,£1.99,£4.19,0.0%,In Stock,Premier Foods UK Ltd,Ambrosia Devon Custard 4 x 125g (500g),No
Retail Grocery,756184,5000354914010	,AMBROSIA RICE 1.99 4PK,3X125GRM,£1.99,£4.19,0.0%,In Stock,Premier Foods UK Ltd,Ambrosia Rice Pudding 4 x 125g (500g),No
Retail Grocery,526798,5000354204517	,SHARWOODS BALTI 1.79#,6 x 420grm,£1.79,£6.39,0.0%,In Stock,Premier Foods UK Ltd,Sharwood's Balti Cooking Sauce 420g,No
Retail Grocery,915962,5000354921711	,OXO CHICKEN 1.85,24 x 71grm,£1.85,£25.99,0.0%,In Stock,Premier Foods UK Ltd,OXO 12 Chicken Stock Cubes 71g,No
Retail Grocery,797966,5000354919619	,BISTO CHICKEN GG 1.89,12X190GRM,£1.89,£12.99,0.0%,In Stock,Premier Foods UK Ltd,Bisto Chicken Gravy Granules PMP 189 190g,No
Retail Grocery,797961,5000354919626	,BISTO BEEF GG 1.89,12X190GRM,£1.89,£12.99,0.0%,In Stock,Premier Foods UK Ltd,Bisto Gravy Granules PMP 189 190g,No
Retail Grocery,285993,4002359644702	,DOLMIO LASAGNE CREAMY SAUCE,6 x 470grm,£1.39,£5.99,0.0%,In Stock,Dolmio,Enjoy this indulgent meal as part of a balanced weekly diet. For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,348064,4002359630330	,DOLMIO P/BAKE CREAMY TOMATO,6 x 500grm,£1.39,£5.99,0.0%,In Stock,Dolmio,For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,778921,5000354916977	,BISTO PEPPER SAUCE,6X185GRM,£1.49,£6.29,0.0%,In Stock,Premier Foods UK Ltd,Bisto Pepper Sauce Mix 185g,No
Retail Grocery,419494,4002359664359	,DOLMIO MEATBALL TOMATO AND BASIL,6 x 500grm,£1.39,£5.99,0.0%,In Stock,Dolmio,For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,915961,5000354921728	,OXO BEEF 1.85,24 x 71grm,£1.85,£25.99,0.0%,In Stock,Premier Foods UK Ltd,OXO 12 Beef Stock Cubes 71g,No
Retail Grocery,753685,5000354909955	,BISTO CURRY SAUCE GRANULES,6X185GRM,£1.49,£6.29,0.0%,In Stock,Premier Foods UK Ltd,Bisto Curry Sauce Mix 185g,No
Retail Grocery,114798,4002359634420	,DOLMIO BOLOGNESE SAUCE ORIGINAL,6 x 500grm,£1.39,£5.99,0.0%,In Stock,Dolmio,It's important to eat a varied and balanced diet and maintain a healthy lifestyle.For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,426241,5000354203466	,SHARWOODS KORMA 1.79,6 x 420grm,£1.79,£6.39,0.0%,In Stock,Premier Foods UK Ltd,Sharwood's Cooking Sauce Korma 420g,No
Retail Grocery,510778,5000184161066	,KNORR BEEF STOCK CUBES,12 x 80grm,£1.59,£12.99,0.0%,In Stock,Knorr,Knorr Beef Stock cubes 8 x 10 g,No
Retail Grocery,510768,5000184161028	,KNORR CHICKEN STOCK CUBES,12 x 80grm,£1.59,£12.99,0.0%,In Stock,Knorr,Knorr Chicken Stock Cubes 8 x 10 g,No
"Household, Cleaning & Pet Care",695369,5000204134193	,MR MUSCLE KITCHEN,6 x 750mls,£1.99,£7.49,20.0%,In Stock,Allegro N Ireland,Mr Muscle Advanced Power Kitchen Spray 750ml,No
"Household, Cleaning & Pet Care",695371,5000204845600	,MR MUSCLE WINDOW&GLASS,6 x 750mls,£1.99,£7.49,20.0%,In Stock,Allegro N Ireland,Mr Muscle Advanced Power Window & Glass Spray 750ml,No
Retail Grocery,743826,5000157074836	,HEINZ CHICKEN CUP SOUP,6X76GRM,£1.19,£4.99,0.0%,In Stock,Heinz,"A mugful of delicious Heinz Soup: ready in an instant.Get stuck into wonderfully silky chicken comfort  without the discomfort of cooking from scratch. With absolutely no artificial preservatives or colours, our delicious Cream of Chicken dry soup comes in a convenient sachet - perfect for when you want your favourite soup, in an instant. Love our Heinz Chicken Cup Soup as much as we do? Try the rest of our Cup Soup range, including: Cream of Tomato, Vegetable and Cream of Mushroom.",No
Retail Grocery,165962,8712566247905	,KNORR SOUP CHICKEN NOODLE,12X51GRM,£0.69,£6.29,0.0%,In Stock,Knorr,Knorr Super Chicken Noodle Soup Mix 51 g,No
Retail Grocery,915292,4002359016783	,DOLMIO TOMATO 1.99 LASAGNE,6 x 500grm,£1.99,£5.99,0.0%,In Stock,Mars Food UK Ltd,For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,915293,4002359016721	,DOLMIO BOLOGNESE 1.99,6 x 500grm,£1.99,£5.99,0.0%,In Stock,Mars Food UK Ltd,"It's important to eat a varied and balanced diet and maintain a healthy lifestyle.Why not try adding your family's favourite veg, or even carrot or chilli to spice things up? For healthy recipe inspiration visit dolmio.com",No
Retail Grocery,915294,4002359016776	,DOLMIO ONION&GARLIC 1.99,6 x 500grm,£1.99,£5.99,0.0%,In Stock,Mars Food UK Ltd,It's important to eat a varied and balanced diet and maintain a healthy lifestyle.Why not serve with a side salad  or your favourite veg. For healthy recipe inspiration visit  dolmio.com,No
Retail Grocery,743822,5000157074829	,HEINZ TOMATO CUP SOUP,6X88GRM,£1.19,£4.99,0.0%,In Stock,Heinz,"A mugful of delicious Heinz Soup: ready in an instant.Take rich, tomatoey satisfaction with you wherever you go  then tuck in whenever you fancy. With absolutely no artificial preservatives or colours, our delicious Cream of Tomato dry soup comes in a convenient sachet - perfect for when you want your favourite soup, in an instant. Love our Heinz Tomato Cup Soup as much as we do? Try the rest of our Cup Soup range, including: Cream of Chicken, Vegetable and Cream of Mushroom.",No
Retail Grocery,915291,4002359016769	,DOLMIO CREAMY 1.99 LASAGNE,6 x 470grm,£1.99,£5.99,0.0%,In Stock,Mars Food UK Ltd,For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,723498,4002359648267	,DOLMIO P/BAKE CARBONARA,6 x 480grm,£1.39,£5.99,0.0%,In Stock,Dolmio,For healthy recipe inspiration visit dolmio.comIt is important to eat a varied and balanced diet and maintain a healthy lifestyle.,No
Retail Grocery,701908,4002359634727	,DOLMIO CHUNKY MUSHROOMS,6 x 500grm,£1.39,£5.99,0.0%,In Stock,Dolmio,It's important to eat a varied and balanced diet and maintain a healthy lifestyle.For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,718705,4002359634925	,DOLMIO INTENSE SPICY CHILLI,6 x 500grm,£1.39,£5.99,0.0%,In Stock,Dolmio,It's important to eat a varied and balanced diet and maintain a healthy lifestyle.For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,424440,4002359634826	,DOLMIO INTENSE ONION&GARLIC,6 x 500grm,£1.39,£5.99,0.0%,In Stock,Dolmio,It's important to eat a varied and balanced diet and maintain a healthy lifestyle.For healthy recipe inspiration visit dolmio.com,No
Retail Grocery,428526,4002359670848	,DOLMIO SMOOTH BOLOGNESE,6 x 500grm,£1.39,£5.99,0.0%,In Stock,Dolmio,It's important to eat a varied and balanced diet and maintain a healthy lifestyle.For healthy recipe inspiration visit dolmio.com,No
"Household, Cleaning & Pet Care",539621,4084500074682	,FLASH SPRAY WITH BLEACH,10X450MLS,£1.29,£7.69,20.0%,In Stock,Interactive Irl Ltd,Flash Multi Purpose Cleaning Spray Bleach For Hard Surfaces 450ML,No
"Household, Cleaning & Pet Care",695368,5000204133929	,MR MUSCLE BATHROOM,6 x 750mls,£1.99,£7.49,20.0%,In Stock,Allegro N Ireland,Mr Muscle Advanced Power Bathroom Spray 750ml,No
Retail Grocery,771450,5000157142405	,HEINZ VEGETABLE POT SOUP,4X355GRM,£1.29,£3.79,0.0%,In Stock,H.J.Heinz,Heinz Vegetable Pot Soup 355g,No
Retail Grocery,771445,5000157143310	,HEINZ MUSHROOM POT SOUP,NA,NA,NA,0.0%,Out of Stock,H.J.Heinz,"The delicious taste of Heinz Soup: now ready at the touch of a button. Ping!With a blend of glorious mushrooms, this great tasting soup is made for you when you're looking for a quick delicious lunch. All you need is a microwave, a spoon and a few minutes. Simply heat in the pot, serve and enjoy! Love our Heinz Mushroom Pot Soup as much as we do? Try the rest of our Pot Soup range, including: Cream of Tomato, Cream of Chicken and Vegetable.",No
Retail Grocery,771446,5000157142399	,HEINZ TOMATO POT SOUP,4X355GRM,£1.29,£3.79,0.0%,In Stock,H.J.Heinz,Heinz Cream of Tomato Pot Soup 355g,No
Retail Grocery,771443,5000157143273	,HEINZ CHICKEN POT SOUP,4X355GRM,£1.29,£3.79,0.0%,In Stock,H.J.Heinz,"The delicious taste of Heinz Soup: now ready at the touch of a button. Ping!With tender tasty chicken, this great  tasting soup is made for you when you're looking for a quick delicious lunch. All you need is a microwave, a spoon and a few minutes. Simply heat in the pot, serve and enjoy! Love  our Heinz Chicken Pot Soup as much as we do? Try the rest of our Pot Soup range, including: Cream of Tomato, Cream of Mushroom and Vegetable.",No
"Household, Cleaning & Pet Care",780414,5011417572252	,DETTOL FLOOR WIPES,6X25PK,£1.99,£7.79,20.0%,In Stock,SHS Distributors,Dettol Floor Wipes Citrus 25 Extra Large Wipes,No
"Household, Cleaning & Pet Care",759693,5011417565209	,DETTOL SPRAY CRISP LINEN,6 x 400mls,£2.59,£9.99,20.0%,In Stock,SHS Distributors,www.rbeuroinfo.comwww.cleanright.eu,No
Retail Grocery,165964,5000184162063	,KNORR SOUP CHICKEN & LEEK,12 x 54grm,£0.69,£6.29,0.0%,In Stock,Unilever Ireland (Retail),Knorr Chicken and Leek Dry Packet Soup 60g,No
Retail Grocery,651310,8722700043119	,KNORR MINESTRONE SOUP,9X62GRM,£0.69,£4.69,0.0%,In Stock,Knorr,Knorr Minestrone Dry Packet Soup 62g,No
