ProductDescription,TescoProductID,BaseID,SpecialOffer,OfferStartDate,OfferEndDate,WebLink,CurrentlyAvailable,Barcode,Price,UnitOfMeasure,DateScraped
Organix 7 Month Crunchy Slices Tomato 20G,262433893,61183496,Any 3 For 2.00,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=262433893,True,5024121306105	,0.89,kg,2022-01-27
Organix 15 Gingerbread Men 135G,255335829,51408685,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=255335829,True,5024121222207	,2.49,g,2022-01-27
Ella's Kitchen Apples Apples Apples 70G,271028386,70520326,Buy any 5 for 4 cheapest 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=271028386,True,5060107332614	,1.09,kg,2022-01-27
Ella's Kitchen Pears 70G,271028138,70520205,Buy any 5 for 4 cheapest 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=271028138,True,5060107332621	,1.09,kg,2022-01-27
Farleys Rusks Original Reduced Sugar 6 Months Plus 150G,252326344,52080147,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=252326344,True,5000218005656	,1.75,g,2022-01-27
Ella's Kitchen Butternut Carrot Apple Prune 120G,263419346,62143675,Buy any 5 for 4 cheapest 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=263419346,True,5060107330467	,1.45,kg,2022-01-27
Organix 12 Month Apple And Orange Fruit And Cereal Bar 6X30g,255945384,57852816,Any 2 For 5.00,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=255945384,True,5024121847301	,3.65,g,2022-01-27
Tesco Bubble Lined Envelopes Small X3,253876368,54932652,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=253876368,True,5000358344912	,2.00,EACH,2022-01-27
Tesco Clear Easy Tear Tape & Dispenser 2 Pack,260880728,59563487,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=260880728,True,5057373664877	,2.40,EACH,2022-01-27
Tesco A4 File Dividers A-Z,262703418,61446406,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=262703418,True,5052003885998	,4.80,EACH,2022-01-27
Tesco Liquid Ink Pens Black 3 Pack,258904221,50221808,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=258904221,True,5051008769524	,2.00,EACH,2022-01-27
Tesco White C4 Envelopes 25 Pack,259432161,62994623,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=259432161,True,5051790752254	,2.40,EACH,2022-01-27
Crayola Pip Squeek Mini Markers,257350905,58618552,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=257350905,True,5010065083370	,4.00,EACH,2022-01-27
Tesco Classic Ball Pens Black 5 Pack,258868257,56959894,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=258868257,True,5052003683129	,2.00,EACH,2022-01-27
Organix Carrot Stix Multi Pack 4X15,260827874,59512940,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=260827874,True,5024121889301	,2.75,kg,2022-01-27
Ella's Kitchen Chicken And Sweetcorn Mash With Herbs 130G,268534580,65518844,Buy any 5 for 4 cheapest 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=268534580,True,5060107332058	,1.99,kg,2022-01-27
Ellas Kitchen Stage 3 Spaghetti Bolognese 190G,271413477,70701435,Buy any 5 for 4 cheapest 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=271413477,True,5060107332263	,2.49,kg,2022-01-27
"Ellas Kitchen Pears, Peas And Broccoli Puree 120G",261383912,60156467,Buy any 5 for 4 cheapest 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=261383912,True,5060107330245	,1.45,kg,2022-01-27
Heinz Chocolate Biscotti 60G,261389445,60161881,SAVE 14c Was 99c Now 85c,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=261389445,True,5000157065759	,0.85,g,2022-01-27
Organix Mini Gingerbread Men 5X25g,266197791,65514664,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=266197791,True,5024121619304	,2.49,kg,2022-01-27
Ella's Kitchen Lamb Roast Dinner 130G,268534862,65519175,Buy any 5 for 4 cheapest 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=268534862,True,5060107332034	,1.99,kg,2022-01-27
Organix 12 Month Goodies Carrot Cake Bar 6X30g,261476025,60247066,Any 2 For 5.00,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=261476025,True,5024121897306	,3.59,g,2022-01-27
Tesco 9 Piece Metal Maths Set,258867834,56956958,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=258867834,True,5051008745160	,4.00,EACH,2022-01-27
Tesco 12 Pocket Expanding File Assorted,257168908,58523617,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=257168908,True,5000462834484	,5.00,EACH,2022-01-27
Tesco F/S Document Wallets 5 Pack,271660310,70828337,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271660310,True,5052109982577	,2.50,EACH,2022-01-27
Tesco Ruler Shatterproof 15Cm,271277113,70644934,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271277113,True,5052109916206	,0.75,EACH,2022-01-27
Epson Fox T1285 Multipack Printer Ink,270094768,70066794,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=270094768,True,8715946465432	,52.99,EACH,2022-01-27
Tesco H21 22 Combination Ink Cartridges,264169914,62879708,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=264169914,True,5051790312144	,26.00,EACH,2022-01-27
Tesco Sticky Notes 76Mmx127mm Yellow 100 Shts,258864394,56935488,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=258864394,True,5051008744224	,2.00,EACH,2022-01-27
Ella's Kitchen Vegetable Bake With Lentils 130G,268535020,62943771,Buy any 5 for 4 cheapest 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=268535020,True,5060107332157	,1.99,kg,2022-01-27
Cow & Gate Plum And Apple Fruit Pot 4X100g 4 Mth+,258899992,57157044,Any 2 For 3.50,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=258899992,True,5000378998744	,2.49,kg,2022-01-27
Heinz Banana Biscotti 60G,267999318,67269795,SAVE 14c Was 99c Now 85c,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=267999318,True,5000157070609	,0.85,kg,2022-01-27
Ella's Kitchen Cheery Chicken Roast Dinner 130G,273881978,71901992,Buy any 5 for 4 cheapest 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=273881978,True,5060107333895	,1.99,kg,2022-01-27
Organix Cheese And Herb Puffs 4X15g,264901503,64251618,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=264901503,True,5024121887307	,2.49,g,2022-01-27
Ella's Kitchen Banana And Apricot Baby Rice 120G,271646345,70816363,Buy any 5 for 4 cheapest 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=271646345,True,5060107331983	,1.45,kg,2022-01-27
Tesco Polypropylene Reporters Notebook 160 Pages,271660385,70828406,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271660385,True,5057967776207	,2.00,EACH,2022-01-27
Bic Cristal 4 Pouch Ballpen Black,250743740,52878546,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=250743740,True,3086121601026	,2.40,EACH,2022-01-27
Tesco Parcel Tape 48Mmx66m 3 Pack,259048731,58108318,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=259048731,True,5051008881028	,6.40,EACH,2022-01-27
Tesco Foolscap Box File Black,270311599,70187455,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=270311599,True,5052109679439	,5.00,EACH,2022-01-27
Papermate Mechanical Pencils 10 Pack,257775731,50175753,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=257775731,True,3026980277567	,7.00,EACH,2022-01-27
Hp 301 Tri Color Printer Ink Cartridge,270094463,70066656,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=270094463,True,0884962894491	,24.00,EACH,2022-01-27
Tesco Manilla Envelopes C4 25 Pack,271310719,70660223,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271310719,True,5052109921422	,2.40,EACH,2022-01-27
Ella's Kitchen Organic Sweet Potato Broccoli And Carrot 120G,266901949,66203126,Buy any 5 for 4 cheapest 1 FREE,6/1/2022,31/1/2022,https://www.tesco.ie/groceries/Product/Details/?id=266901949,True,5060107330931	,1.45,kg,2022-01-27
Post It Super Sticky Lined Colour Pad 90Sht,265554232,64888844,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=265554232,True,5010027418189	,4.00,EACH,2022-01-27
Paper Mate Flex Grip Ultra Blue Ball Pens 2 Pack,255728774,57744288,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=255728774,True,8008285046715	,3.20,EACH,2022-01-27
Tesco A4 Polypropylene Spiral Notebook 160 Pages,271660391,70828412,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271660391,True,5057967776177	,2.50,EACH,2022-01-27
Tesco Safewrap Fragile Tape 48Mmx66m,261373008,60145780,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=261373008,True,5051277460924	,3.50,EACH,2022-01-27
Tesco Coloured Gel And Ballpoint Penset 20 Pk- Bulk Tray,258867609,56955535,SAVE 25% Was  6.00,20/1/2022,23/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=258867609,True,5051008744965	,4.50,EACH,2022-01-27
Staedtler Triplus Colour Fibre Tips 10Pck,260117919,58826228,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=260117919,True,4007817323175	,8.50,EACH,2022-01-27
Tesco A5 Polypropylene Spiral Notebook 160 Pages,271660362,70828389,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=271660362,True,5057967776214	,2.00,EACH,2022-01-27
Crayola My First Jumbo Crayons 24 Pack,255677009,57714762,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=255677009,True,0071662281045	,5.99,EACH,2022-01-27
Parker Ballpoint Pen Refill Black 2 Pack,260237748,52734095,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=260237748,True,3501179503721	,6.75,EACH,2022-01-27
Tesco Demi Baguette 3 Pack,259578201,63104611,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=259578201,True,0288770000000	,1.00,EACH,2022-01-27
Tesco Demi Baguette 115G,252019126,55868133,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=252019126,True,0280000000000	,0.39,EACH,2022-01-27
Tesco Petit Pain 70G,252017128,55867318,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=252017128,True,0289390000000	,0.29,EACH,2022-01-27
Mccloskeys Rich Fruit Brack 550G,269123460,68368117,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=269123460,True,5099297006500	,5.00,kg,2022-01-27
Staffords Butter Milk Brown 620G,281381509,75516439,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=281381509,True,5099406007039	,2.90,kg,2022-01-27
Tesco Crusty Cheese Roll,309753367,89628922,Any 3 For 1.50,6/9/2021,6/9/2022,https://www.tesco.ie/groceries/Product/Details/?id=309753367,True,0282600000000	,0.52,EACH,2022-01-27
"Tesco Finest C/Berry,S/Flwr& Pumpkinblmer505g",297905512,83790129,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=297905512,True,0284750000000	,3.09,kg,2022-01-27
Tesco Ancient Grain Rolls 4 Pack,306661336,87861374,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306661336,True,0284630000000	,2.00,EACH,2022-01-27
Noirin'sh/Fibre Breakfast Bread 700G,280516912,75089137,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=280516912,True,5391516040464	,4.39,kg,2022-01-27
Tesco Finest* Sweet Tomato And Mixed Herb Sourdough 505G,303674049,86666394,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303674049,True,0229760000000	,3.09,EACH,2022-01-27
Staffords Bakery Sliced Vienna 430G,304696661,87149711,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304696661,True,5099406010930	,2.19,EACH,2022-01-27
Tesco White Crusty Roll,309469259,89622643,Any 3 For 1.50,6/9/2021,6/9/2022,https://www.tesco.ie/groceries/Product/Details/?id=309469259,True,0285860000000	,0.52,EACH,2022-01-27
Tesco White Baguette 330G,289697164,79718062,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=289697164,True,0280800000000	,0.69,kg,2022-01-27
Staffords High Fibre Butterm 540G,281381469,75516416,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=281381469,True,5099406007022	,2.90,kg,2022-01-27
Tesco Chunky Cheese Rolls 4 Pack,306661492,87863591,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306661492,True,0284250000000	,2.00,EACH,2022-01-27
Tesco Traditional Wheaten Bread 440G,309455645,89629929,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309455645,True,0282870000000	,2.00,EACH,2022-01-27
Tesco Poppy Seed Kaiser Roll,309788752,89624451,Any 3 For 1.50,6/9/2021,6/9/2022,https://www.tesco.ie/groceries/Product/Details/?id=309788752,True,0285510000000	,0.52,EACH,2022-01-27
Tesco White Crusty 3 Pack Rolls,309742288,89608338,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309742288,True,NA,1.50,EACH,2022-01-27
Tesco White Rustic Demi 100G,303751309,86698422,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303751309,True,0287670000000	,0.60,EACH,2022-01-27
Noirin Wholemeal Brn 600G,280515988,75088841,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=280515988,True,5391516040426	,3.29,kg,2022-01-27
Tesco Fruit Scone 4 Pack,291929159,80832967,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=291929159,True,0288180000000	,1.60,EACH,2022-01-27
Staffords Bakery Sourdough Cob 460G,304697019,87149861,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304697019,True,5099406010947	,2.59,EACH,2022-01-27
Tesco Seeded Ciabatta 4 Pack,295913350,82784142,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=295913350,True,0285440000000	,2.20,EACH,2022-01-27
Tesco Monster Baguette 410G,289239425,79456601,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=289239425,True,0281600000000	,1.00,kg,2022-01-27
Tesco White Stone Baked Baguette,308495944,88705668,SAVE 9c Was  1.09 Now  1.00,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=308495944,True,5057753934187	,1.00,EACH,2022-01-27
Staford Bakery Tiger Cob 550G,276972889,73445290,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=276972889,True,5099406008364	,2.15,kg,2022-01-27
Tesco Plain Scone 4 Pack,291929067,80832915,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=291929067,True,0287740000000	,1.60,EACH,2022-01-27
Tesco Finest Ancient Grains Pave 450G,297905443,83790089,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=297905443,True,0221080000000	,3.09,kg,2022-01-27
Heat And Eat White Baguette 3 Pack,309461614,89617402,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309461614,True,0281310000000	,2.09,EACH,2022-01-27
Staffords Bakery Crusty Vienna 430G,304696649,87149694,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304696649,True,5099406010916	,2.19,EACH,2022-01-27
Staffords Bakery Crusty Brown Pan Sliced 700G,289820301,79778243,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=289820301,True,5099406004861	,2.95,kg,2022-01-27
Tesco Poppy Seed Kaiser 3 Pack Roll,309170048,89623671,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309170048,True,NA,1.50,EACH,2022-01-27
Noirin's Stoneground Wheaten 600G,280516221,75088944,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=280516221,True,5391516040570	,3.29,kg,2022-01-27
Panelto Seeds And Grains Super Seeded Roll 3 Pack,310115114,89938615,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=310115114,True,NA,1.50,EACH,2022-01-27
Tesco Signature Large Loaf,310142980,89939842,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=310142980,True,0285980000000	,2.00,EACH,2022-01-27
Heat And Eat Seeded Baguette 3 Pack,309454139,89457352,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=309454139,True,0282450000000	,2.09,EACH,2022-01-27
Tesco Finest Sourdough,297905472,83790106,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=297905472,True,0283400000000	,3.09,EACH,2022-01-27
Mccloskeys Hot Cross Buns 4 Pack,277248703,73573310,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=277248703,True,5099297002830	,2.39,EACH,2022-01-27
Tesco Berry Scone 4 Pack,291929257,80833027,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=291929257,True,0286540000000	,1.60,EACH,2022-01-27
Schar Brown Ciabatta Rolls 200G,291228401,65837339,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=291228401,True,8008698003152	,2.75,g,2022-01-27
Tesco Free From Bramley Apple Pies 4 Pack,256682675,58239522,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=256682675,True,5000462577558	,2.89,EACH,2022-01-27
Schar White Ciabatta Rolls 200G,291228310,65837282,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=291228310,True,8008698010259	,2.75,g,2022-01-27
Schar Sweet Brioche Rolls 200G,268870215,68120088,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=268870215,True,8008698001059	,3.00,g,2022-01-27
Kelkin Gluten Free Chocolate Wafer Bar 107.5G,268766679,68017476,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=268766679,True,5011032670593	,3.75,g,2022-01-27
Rennie Peppermint 48Pk,250815022,55242205,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=250815022,True,5010605295065	,3.99,EACH,2022-01-27
Gluten Free Muti Seed Crackers 110G,275458918,72693094,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=275458918,True,5391512391850	,3.99,kg,2022-01-27
Schar Gluten Free White Loaf 250G,306503565,87889629,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=306503565,True,8008698024065	,2.79,kg,2022-01-27
Kelkin Free From Brown Bread 400G,285592553,77641356,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=285592553,True,5011032581639	,3.29,g,2022-01-27
Genius Gut Lovin Tiger Bloomer Loaf 400G,308495760,89265792,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=308495760,True,5060746960193	,3.50,g,2022-01-27
Genius Gluten Free Toastie 500G,291773130,80747242,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=291773130,True,5060195907374	,2.90,g,2022-01-27
Promise Gluten Free Brioche Loaf 400G,302934602,86312675,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=302934602,True,5391526412602	,3.99,g,2022-01-27
Alka Seltzer 20 Pack,250813122,55241229,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=250813122,True,5010605920295	,5.20,EACH,2022-01-27
Rennie Spearmint 48Pk,250815742,55242597,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=250815742,True,5010605295126	,3.99,EACH,2022-01-27
Gaviscon Peppermint Heartburn Liquid 300Ml,261047614,59726192,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=261047614,True,5000158065949	,8.49,ml,2022-01-27
Alka Seltzer 10 Pack,250812941,55241114,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=250812941,True,5010605920011	,2.89,EACH,2022-01-27
Gaviscon Aniseed Heartburn Liquid 300Ml,261047672,59726255,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=261047672,True,5000158065925	,8.49,ml,2022-01-27
Elastoplast Fabric Dressing Strip 6Cmx10cm,255452857,50619638,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=255452857,True,4005800279751	,4.49,EACH,2022-01-27
Tesco Clear Washproof Plasters 40S,261734636,60500396,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=261734636,True,5051277787274	,1.75,EACH,2022-01-27
Rennie Peppermint Indigestion Tablets 24'S,305404851,50113401,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=305404851,True,5010605400483	,3.05,EACH,2022-01-27
Tesco Free From Lemon Slices X5,303127554,86384560,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=303127554,True,5057967216369	,2.99,EACH,2022-01-27
Schar Wholesome Seeded Sliced Bread 300G,290819746,75088864,SAVE 1.00 Was  4.00 Now  3.00,18/1/2022,14/2/2022,https://www.tesco.ie/groceries/Product/Details/?id=290819746,True,8008698007389	,3.00,g,2022-01-27
Promise Gluten Free Chia And Quinoa Loaf 480G,304075630,86859195,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304075630,True,5391526414422	,4.19,g,2022-01-27
John Mccambridge Gluten Free Coconut Strawberry 240G,304741176,87162130,NA,NA,NA,https://www.tesco.ie/groceries/Product/Details/?id=304741176,True,5099630251864	,2.90,g,2022-01-27
