Category,Product Code,EAN Code,Product Name,Product Size,RRP,Price,VAT,Stock Service,Brand,Description,On Promo
Frozen Goods,768456,148247	,M/E PLAIN PANINI,72X125GRM,NA,£12.49,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,778890,5099530005987	,SMOKEHOUSE DELI PEPPERONI,6 x 70grm,£1.49,£6.29,0.0%,In Stock,Clarke Millar Foods,NA,No
Fresh & Chilled Goods,186522,5010386084001	,DROMONA GRATED CHEESE,2 x 2kgm,NA,£16.79,0.0%,In Stock,Dromona Quality Foods,Dromona Grated Mild Cheddar 2kg,No
Fresh & Chilled Goods,794756,5099839258879	,M/E GRATED RED CHEDDAR,5X2KGM,NA,£55.85,0.0%,In Stock,Musgrave Excellence,Musgrave Excellence Grated Red Cheddar 2kg,No
Fresh & Chilled Goods,778889,5099530005970	,SMOKEHOUSE DELI CHORIZO,1 x 70grm,£1.49,£1.05,0.0%,In Stock,Clarke Millar Foods,NA,No
Fresh & Chilled Goods,778888,5099530005970	,SMOKEHOUSE DELI CHORIZO,6 x 70grm,£1.49,£6.29,0.0%,In Stock,Clarke Millar Foods,NA,No
Fresh & Chilled Goods,552361,5011069001711	,DENNYS PORK SAUSAGES 8'S,6 x 454grm,£1.81,£9.09,0.0%,In Stock,Denny,"To find out more, come visit us at www.denny.ie",No
Fresh & Chilled Goods,475740,5099839603082	,M/E ROAST CHICKEN BREASTPIECES,8 x 750grm,NA,£47.92,0.0%,In Stock,MCCAUGHEY FOODS,Musgrave Excellence Roast Chicken Breast Slices 750g,No
Fresh & Chilled Goods,794731,5202390021985	,VIOLIFE MATURE GRATED CHEDDAR,1 x 2.5kgm,NA,£21.99,0.0%,In Stock,Upfield Spread Irl Ltd,NA,No
Fresh & Chilled Goods,794724,5202390021985	,VIOLIFE MATURE GRATED CHEDDAR,4 x 2.5kgm,NA,£85.49,0.0%,In Stock,Upfield Spread Irl Ltd,NA,No
Fresh & Chilled Goods,794793,5202390019739	,VIOLIFE VEGAN GRATED MOZZARELLA,1 x 1kgm,NA,£11.35,0.0%,In Stock,Upfield Spread Irl Ltd,NA,No
Fresh & Chilled Goods,682160,3523230038584	,SOIGNON GOAT'S CHEESE LOG,1 x 1kgm,NA,£9.79,0.0%,In Stock,Musgrave Foodservice Ltd,Soignon G,No
Fresh & Chilled Goods,633011,8002004281777	,ITALIAN HARD CHEESE FLAKES,1 x 500grm,NA,£9.15,0.0%,In Stock,GLENEELY FOODS LTD,NA,No
Fresh & Chilled Goods,794760,5202390019739	,VIOLIFE VEGAN GRATED MOZZARELLA,10 x 1kgm,NA,£106.35,0.0%,In Stock,Upfield Spread Irl Ltd,NA,No
Fresh & Chilled Goods,764421,3523230052726	,MAESTRELLA DICED MOZZARELLA CHEESE,1 x 2.5kgm,NA,£10.99,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,764420,3523230052726	,MAESTRELLA DICED MOZZARELLA CHEESE,4 x 2.5kgm,NA,£43.96,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,794545,3523231111149	,GOAT'S CHEESE DISCS FROZEN,1 x 500grm,NA,£6.25,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,794758,5099839258879	,M/E GRATED RED CHEDDAR,1 x 2kgm,NA,£11.55,0.0%,In Stock,Musgrave Excellence,Musgrave Excellence Grated Red Cheddar 2kg,No
Fresh & Chilled Goods,794544,3523231111149	,GOAT'S CHEESE DISCS FROZEN,8 x 500grm,NA,£48.25,0.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Fresh & Chilled Goods,748614,5011037330072	,DAIRYGOLD MINI BUTTER PORTIONS,1 x 150pce,NA,£6.99,0.0%,In Stock,Dairygold,Dairygold Butter Churned Cream Mini Packs 150 x 7g,No
Fresh & Chilled Goods,748613,5011037403110	,DAIRYGOLD MINI BUTTER PORTIONS,4X150PCE,NA,£27.49,0.0%,In Stock,Kerry Foods Ltd,NA,No
Fresh & Chilled Goods,792694,5029328003918	,MCWHINNEYS FLAMIN' HOT 4'S,1X4.54KGM,NA,£14.99,0.0%,In Stock,McWhinneys,NA,No
Fresh & Chilled Goods,525137,5029328000016	,FROZEN MCWHINNEY JUMBO'S,1X10LBR,NA,£14.99,0.0%,In Stock,McWhinney's Sausages,McWhinney's Sausages Premium 4 x 1 4.54kg,No
Packaging & Disposables,739959,8698595971083	,LID FOR HOT CUP WHITE 8OZ/22.5CL,1 x 100pce,NA,£2.69,20.0%,In Stock,Catering Disposables Ltd,NA,No
Fresh & Chilled Goods,455851,5099839291227	,M/E RINDLESS RASHER,1 x 2.27kgm,NA,£9.99,0.0%,In Stock,Musgrave Excellence,Musgrave Excellence Pale Back Rashers 2.27kg,No
Fresh & Chilled Goods,454631,5099839291227	,M/E RINDLESS RASHER,4X2.27KGM,NA,£39.96,0.0%,In Stock,Musgrave Excellence,Musgrave Excellence Pale Back Rashers 2.27kg,No
Fresh & Chilled Goods,117067,5099839287237	,M/EXCELLENCE BLACK PUDDING CHUBB,1 x 1.36kgm,NA,£3.99,0.0%,In Stock,Musgrave Excellence,Musgrave Excellence Chubb Pudding Black 1.36kg,No
Fresh & Chilled Goods,116451,5099839287244	,M/EXCELLENCE WHITE PUDDING CHUBB,10X1.36KGM,NA,£39.90,0.0%,In Stock,Musgrave Excellence,Musgrave Excellence Chubb Pudding White 1.36kg,No
Fresh & Chilled Goods,117068,5099839287244	,M/EXCELLENCE WHITE PUDDING CHUBB,1 x 1.36kgm,NA,£3.99,0.0%,In Stock,Musgrave Excellence,Musgrave Excellence Chubb Pudding White 1.36kg,No
Fresh & Chilled Goods,116449,5099839287237	,M/EXCELLENCE BLACK PUDDING CHUBB,10X1.36KGM,NA,£39.90,0.0%,In Stock,Musgrave Excellence,Musgrave Excellence Chubb Pudding Black 1.36kg,No
Fresh & Chilled Goods,328521,50187058	,FLORA MARGARINE,8 x 500grm,£2.29,£9.99,0.0%,In Stock,Flora,Please visit www.flora.com. Naturally contains Omega 3 & 6. Essential fats are needed for normal growth and development of children. A daily intake of 2g alphalinolenic acid  and 10g linoleic acid is needed. 2 x 10g servings of Flora a day contribute a significant amount to this. Enjoy as part  of a healthy diet and lifestyle.,No
Professional Cleaning & Hygiene,100277,5413149200111	,FLASH ALL PURPOSE LEMON,2 x 5ltr,NA,£9.98,20.0%,In Stock,Flash,Flash Professional All-Purpose Cleaner Lemon 5L,No
Professional Cleaning & Hygiene,762027,8001841477718	,FLASH MULTI DISINFECTINGSPRAY,1 x 750mls,NA,£2.49,20.0%,In Stock,Galgorm Chemicals Ltd,Flash Professional Disinfecting Multi-Surface Cleaner  750ML,No
Professional Cleaning & Hygiene,776097,5000185114276	,EASY CLEAN KLEENOFF PRO BLEACH,1 x 5ltr,NA,£2.49,20.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Professional Cleaning & Hygiene,762026,8001841477718	,FLASH MULTI DISINFECTINGSPRAY,6 x 750mls,NA,£12.79,20.0%,In Stock,Galgorm Chemicals Ltd,Flash Professional Disinfecting Multi-Surface Cleaner  750ML,No
Professional Cleaning & Hygiene,761327,8001841357256	,FLASH ALL PURPOSE CITRUS,2 x 5ltr,NA,£9.98,20.0%,In Stock,Galgorm Chemicals Ltd,Flash Professional All-Purpose Cleaner Light Citrus 5L,No
Professional Cleaning & Hygiene,497365,5000185001071	,JEYES FLUID,4 x 5ltr,£30.23,£98.05,20.0%,In Stock,Jeyes,"This disinfectant product has been approved for disinfection of inanimate surfaces where an approved product is required to be used under the control legislation for the following specific disease(s) orders; Poultry diseases including avian influenza, influenza of avian origin in mammals, Newcastle disease, paramyxovirus at a dilution rate of one part  of this preparation plus 3 parts of water, This disinfectant product has also been approved at a dilution of 1 part of this preparation plus 3 parts water for disinfection of inanimate surfaces where General Orders require the use of an approved disinfectant, but this approval does not apply to disinfection required under the specific control legislation relating to Foot and Mouth disease, Swine Vesicular disease, or Tuberculosis disease. This approval is granted under the Diseases of Animals (Approved Disinfectants) Orders made by the Secretary of State for Environment, Food and Rural Affairs in England, Scottish ministers in Scotland and Welsh ministers in Wales. For confirmation of continuing approval refer  to the Defra list of approved disinfectants at http://disinfectants.defra.gov.uk The contents of this container are guaranteed by the manufacturer to be of the same composition and quality as the sample submitted for approval testing.",No
Professional Cleaning & Hygiene,761328,8001841357256	,FLASH ALL PURPOSE CITRUS,1 x 5ltr,NA,£4.99,20.0%,In Stock,Galgorm Chemicals Ltd,Flash Professional All-Purpose Cleaner Light Citrus 5L,No
Professional Cleaning & Hygiene,776095,5000185114948	,EASY CLEAN THICK BLEACH,1 x 5ltr,NA,£3.59,20.0%,In Stock,Musgrave Foodservice Ltd,www.ukconsumerinfo.comAn A.I.S.E. voluntary sustainability initiative - www.cleanright.eu,No
Professional Cleaning & Hygiene,776096,5000185114276	,EASY CLEAN KLEENOFF PRO BLEACH,4 x 5ltr,NA,£8.95,20.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Professional Cleaning & Hygiene,776094,5000185114948	,EASY CLEAN THICK BLEACH,3 x 5ltr,NA,£9.49,20.0%,In Stock,Musgrave Foodservice Ltd,www.ukconsumerinfo.comAn A.I.S.E. voluntary sustainability initiative - www.cleanright.eu,No
Professional Cleaning & Hygiene,692636,5099088212745	,MAXI MOP WITH HANDLE GREEN,1 x,NA,£9.49,20.0%,In Stock,Dosco Ltd,Dosco Hygiene Range Maxi Mop Handled Green,No
Professional Cleaning & Hygiene,692638,5099088212721	,MAXI MOP WITH HANDLE YELLOW,1 x,NA,£9.49,20.0%,In Stock,Dosco Ltd,Dosco Hygiene Range Maxi Mop Handled Yellow,No
Professional Cleaning & Hygiene,739316,5099570654107	,HEAVY DUTY MOP BUCKET BLUE,1 x,NA,£8.49,20.0%,In Stock,Dosco,Dosco Heavy Duty Mop Bucket & Wringer Blue,No
Professional Cleaning & Hygiene,739317,5099570654114	,HEAVY DUTY MOP BUCKET RED,1 x,NA,£8.49,20.0%,In Stock,Dosco,Dosco Heavy Duty Mop Bucket & Wringer - Red,No
Professional Cleaning & Hygiene,529064,5099570620034	,WET FLOOR SIGN,1 x 1pce,NA,£6.99,20.0%,In Stock,Dosco,Wet Floor Sign,No
Professional Cleaning & Hygiene,739315,5099570654138	,HEAVY DUTY MOP BUCKET GREEN,1 x,NA,£8.49,20.0%,In Stock,Dosco,Dosco Heavy Duty Mop Bucket & Wringer - Green,No
Professional Cleaning & Hygiene,739314,5099570654121	,HEAVY DUTY MOP BUCKET YELLOW,1 x,NA,£8.49,20.0%,In Stock,Dosco,Dosco Heavy Duty Mop Bucket & Wringer - Yellow,No
Professional Cleaning & Hygiene,176414,4015600554712	,FAIRY MANUAL WASHING UP LIQUID,1 x 5ltr,NA,£7.49,20.0%,In Stock,Galgorm Chemicals Ltd,Fairy Professional Washing Up Liquid Original 5ML,No
Professional Cleaning & Hygiene,176413,4015600554712	,FAIRY MANUAL WASHING UP LIQUID,2 x 5ltr,NA,£13.25,20.0%,In Stock,Galgorm Chemicals Ltd,Fairy Professional Washing Up Liquid Original 5ML,No
Professional Cleaning & Hygiene,776093,5000185114931	,EASY CLEAN WASH UP LIQUID,1 x 5ltr,NA,£3.69,20.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Professional Cleaning & Hygiene,776091,5000185114931	,EASY CLEAN WASH UP LIQUID,3 x 5ltr,NA,£9.85,20.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Retail Grocery,236396,50189533	,HARTLEYS STRAWBERRY JELLY,12 x 135grm,£0.75,£6.29,0.0%,In Stock,Jaymark,To enter the wibbly wobbly world of Hartley's Jelly visit... www.hartleysfruit.co.uk,No
Professional Cleaning & Hygiene,100375,5413149200111	,FLASH ALL PURPOSE LEMON,1 x 5ltr,NA,£4.99,20.0%,In Stock,Flash,Flash Professional All-Purpose Cleaner Lemon 5L,No
Professional Cleaning & Hygiene,776089,5000185115761	,EASY CLEAN PINE DISINFECTANT,1 x 5ltr,NA,£2.39,20.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Professional Cleaning & Hygiene,776088,5000185115761	,EASY CLEAN PINE DISINFECTANT,3 x 5ltr,NA,£6.49,20.0%,In Stock,Musgrave Foodservice Ltd,NA,No
Professional Cleaning & Hygiene,754381,5011022018398	,KILLEEN SPONGELLA,24 x 1pce,NA,£15.99,20.0%,In Stock,Killeen,To learn more about our full product range and helpful cleaning tips visit www.killeenhousehold.ie,No
Professional Cleaning & Hygiene,496206,4084500299047	,LENOR SUMMER BREEZE,3 x 4ltr,NA,£17.97,20.0%,In Stock,Galgorm Chemicals Ltd,Lenor Professional Fabric Conditioner Summer Breeze 4L 200 Washes,No
Professional Cleaning & Hygiene,441232,4084500299016	,LENOR PROF SEA BREEZE,1 x 4ltr,NA,£5.99,20.0%,In Stock,Lenor,Lenor Professional Fabric Conditioner Sea Breeze 4L 200 Washes,No
Professional Cleaning & Hygiene,496211,4084500299047	,LENOR SUMMER BREEZE,1 x 4ltr,NA,£5.99,20.0%,In Stock,Galgorm Chemicals Ltd,Lenor Professional Fabric Conditioner Summer Breeze 4L 200 Washes,No
Professional Cleaning & Hygiene,449146,4084500299153	,LENOR LAVENDAR BREEZE,3 x 4ltr,£9.77,£17.97,20.0%,In Stock,Galgorm Chemicals Ltd,Lenor Professional Fabric Conditioner Lavender Breeze  4L 200 Washes,No
Professional Cleaning & Hygiene,572968,5011581017634	,LE CUBE REFUSE SACK 0481,1X75PCE,NA,£8.99,20.0%,In Stock,Le Cube,NA,No
Professional Cleaning & Hygiene,441231,4084500299016	,LENOR PROF SEA BREEZE,3 x 4ltr,NA,£17.97,20.0%,In Stock,Lenor,Lenor Professional Fabric Conditioner Sea Breeze 4L 200 Washes,No
Retail Grocery,761598,7622210218575	,CADBURY DRINK/CHOC 1.99,6 x 250grm,£1.99,£8.39,0.0%,In Stock,Kraft Foods UK Ltd,Cocoa LifePartnering with Fairtrade Foundationwww.cocoalife.org,No
Retail Grocery,528528,5000243924007	,CARNATION CONDENSED MILK,12X397MLS,£1.99,£19.99,0.0%,In Stock,Nestle UK Ltd,Carnation® Sweetened Condensed,No
Professional Cleaning & Hygiene,404389,7322540349382	,TORK CENTREFEED DISPENSER WHITE M2,1 x 1pce,NA,£13.99,20.0%,In Stock,Tork,NA,No
Professional Cleaning & Hygiene,542211,4002448086079	,FINISH POWERBALL,4X110PK,NA,£25.99,20.0%,In Stock,SHS Distributors,Finish Classic 110 dishwasher tablets regular,No
Professional Cleaning & Hygiene,767566,7322540507546	,TORK EXTRA MILD FOAM SOAP S4,1 x 1000mls,NA,£11.49,20.0%,In Stock,SCA Hygeine Products Ltd,NA,No
Professional Cleaning & Hygiene,767565,7322540507546	,TORK EXTRA MILD FOAM SOAP S4,6 x 1000mls,NA,£68.94,20.0%,In Stock,SCA Hygeine Products Ltd,NA,No
Professional Cleaning & Hygiene,750810,7322540517965	,TORK FOAM SOAP DISPENSERS4,1 x 1pce,NA,£19.99,20.0%,In Stock,SCA Hygeine Products Ltd,NA,No
Professional Cleaning & Hygiene,129452,5099839561436	,SMARTBUY CENTREFEED WHITE 2PL 150M2,1 x 6pce,NA,£8.99,20.0%,In Stock,SCA Hygeine Products Ltd,Musgrave Smart Buy White Centrefeed Wiper 6 Rolls 2 Ply 150m x 18.6cm,No
Professional Cleaning & Hygiene,129453,5099839561429	,SMARTBUY CENTREFEED BLUE2PLY 150 M,1 x 6pce,NA,£8.99,20.0%,In Stock,SCA Hygeine Products Ltd,Musgrave Smart Buy Blue Centrefeed Wiper 6 Rolls 2 Ply 150m x 18.6cm,No
Retail Grocery,571778,8711000363799	,L'OR CLASSIQUE COFFEE,6 x 100grm,£3.49,£15.99,0.0%,In Stock,Jacobs Douwe Egberts Ltd,Discover more at www.lorespresso.com,No
Professional Cleaning & Hygiene,181845,5011581021846	,LE CUBE PEDAL BIN LINERS,1 x 300pce,NA,£6.79,20.0%,In Stock,Le Cube,NA,No
Retail Grocery,752426,8000070016644	,CARTE NOIR CLASSIC,6 x 100grm,£3.29,£14.99,0.0%,In Stock,Rob Roberts NI Ltd,Carte Noire Classique Instant Coffee 100g,No
Retail Grocery,127235,5011021024925	,JACOBS COFFEE RICH,12 x 100grm,£1.69,£14.99,0.0%,In Stock,United Biscuits Foods Division,Jacob's Its Just Coffee Rich Roast 100g,No
Retail Grocery,127234,5011021025021	,JACOBS COFFEE MILD BLEND,12 x 100grm,£1.69,£14.99,0.0%,In Stock,United Biscuits Foods Division,Jacob's It's Just Coffee Mild Blend 100g,No
Professional Cleaning & Hygiene,496404,4084500299153	,LENOR LAVENDAR BREEZE,1 x 4ltr,£9.77,£5.99,20.0%,In Stock,Galgorm Chemicals Ltd,Lenor Professional Fabric Conditioner Lavender Breeze  4L 200 Washes,No
Retail Grocery,614929,7613036114721	,CARNATION COND MILK 1.99,6 x 397grm,£1.99,£8.29,0.0%,In Stock,Nestle UK Ltd,Easy recipes at: www.carnation.co.uk,No
Retail Grocery,589671,96169001	,AMBROSIA CUSTARD POTS,12 x 150grm,£0.59,£5.29,0.0%,In Stock,Premier Foods UK Ltd,Ambrosia Devon Custard Pot 150g,No
Retail Grocery,741579,5050665037595	,MUGSHOTS SWEET CHILLI,10X60GRM,£0.59,£3.99,0.0%,In Stock,Tennant & Ruttle,Mug Shot Sweet Chilli Noodles 60g,No
Retail Grocery,526368,5010827870156	,CANDEREL JARS,6 x 40grm,£1.39,£5.99,0.0%,In Stock,Stafford Lynch,"Granular Canderel is ideal for cooking & baking and sprinkling on fruit or cereals. For more information on our products and recipes visit our website: UK: www.canderel.co.uk ROI: www.canderel.ieGo on, indulge yourself!Suitable for diabetics when used as a part of a balanced diet.",No
Retail Grocery,443767,7640110700020	,CANDEREL TABLETS,10 x 100pk,£1.59,£10.49,0.0%,In Stock,Canderel,Canderel 100 Tablets 8.5g,No
Retail Grocery,171282,5050665003996	,MUGSHOTS ROAST CHICKEN PASTA,10 x 55grm,£0.59,£3.99,0.0%,In Stock,Mug Shot,Mug Shot Pasta Roast Chicken 55g,No
Retail Grocery,171281,5021476001112	,MUGSHOTS CHOW MEIN NOODLES,10X45GRM,£0.59,£3.99,0.0%,In Stock,Mug Shot,Mug Shot Noodles Chow Mein 45g,No
Retail Grocery,104392,5021476000504	,MUGSHOTS TOMATO & HERB,10X54GRM,£0.59,£3.99,0.0%,In Stock,Mug Shot,Mug Shot Pasta Tomato & Herb 64g,No
Retail Grocery,512308,8410076491602	,OLD EL PASO FAJITA SEASONING MIX,24 x 35grm,£0.79,£14.29,0.0%,In Stock,Rob Roberts NI Ltd,Find More Recipes Online: www.oldelpaso.co.uk,No
Retail Grocery,552388,46000283265	,OLD EL PASO FLOUR TORTILLAS,12 x 500grm,£1.49,£12.99,0.0%,In Stock,Rob Roberts NI Ltd,"Make Some Noise This Day of the DeadScan the QR code or visit www.oldelpaso.co.uk/dotd to access cut-out masks, colorful decorations, and delicious recipes for your Day of the Dead fiesta at home.",No
Retail Grocery,765996,5000354917462	,BIRD CUSTARD 1.59,6 x 300grm,£1.59,£4.99,0.0%,In Stock,Premier Foods UK Ltd,Bird's Original Custard Powder 300g,No
Retail Grocery,306601,39745000051	,PUNJANA TEA BAGS 40PK,12 x 125grm,£1.19,£10.49,0.0%,In Stock,Punjana Ltd,Learn more about us online at www.thompsonsfamilyteas.com and check out many more of our blends. Love your tea as  much as we do!,No
Retail Grocery,789644,78876501327	,NAMBARRIE TEABAGS,4 x 100pce,£3.69,£9.59,0.0%,In Stock,R.TWINING & CO LTD,"Northern Ireland Children's Hospice - Supported by NambarrieWe are supporting Northern Ireland Children's HospiceBy purchasing this pack you are helping fund a nurse who will care for over 300 local children and young people with life-limiting conditions who use the Children's Hospice every year. Thank you.For more info or to donate visit www.nihospice.orgEthical Tea PartnershipWe care about the communities where our tea is grown and picked and this is why we are a founder member of the Ethical Tea Partnership, which works to improve tea workers welfare and the environment in which they  live.",No
Retail Grocery,771800,5000354700088	,BIRDS TRIFLE STRAWBERRY,10X141GRM,£1.49,£10.79,0.0%,In Stock,Bird's,Birds Strawberry Trifle Dessert Kit 141g,No
Retail Grocery,104390,5021476000825	,MUGSHOTS CHICKEN NOODLE,10X54GRM,£0.59,£3.99,0.0%,In Stock,Mug Shot,Mug Shot Chicken & Sweetcorn Noodles 54g,No
Retail Grocery,589661,96169643	,AMBROSIA LIGHT CUSTARD POTS,12 x 150grm,£0.59,£5.29,0.0%,In Stock,Premier Foods UK Ltd,Ambrosia Light Devon Custard 150g,No
Retail Grocery,589789,96169544	,AMBROSIA RICE POT,6 x 150grm,£0.59,£2.59,0.0%,In Stock,Premier Foods UK Ltd,Ambrosia Rice Pudding 150g,No
Retail Grocery,589699,96169568	,AMBROSIA APPLE RICE POT,6 x 150grm,£0.59,£2.59,0.0%,In Stock,Premier Foods UK Ltd,Ambrosia Apple Rice Pudding 150g,No
Retail Grocery,589770,96169582	,AMBROSIA STRAWBERRY RICEPOT,6 x 150grm,£0.59,£2.59,0.0%,In Stock,Premier Foods UK Ltd,Ambrosia Strawberry Rice Pudding 150g,No
Retail Grocery,589689,96169575	,AMBROSIA CHOCOLATE RICE POT,6 x 150grm,£0.59,£2.59,0.0%,In Stock,Premier Foods UK Ltd,Ambrosia Chocolate Rice Pudding 150g,No
Retail Grocery,769569,8888056705108	,KOKA CHICKEN POT NOODLE,12 x 70grm,£1.09,£10.29,0.0%,In Stock,Koka,Koka The Original Chicken Flavour Oriental Instant Noodles 70g,No
Retail Grocery,769568,8888056706600	,KOKA CURRY POT NOODLE,12 x 70grm,£1.09,£10.29,0.0%,In Stock,Koka,Koka The Original Curry Flavour Oriental Instant Noodles 70g,No
Retail Grocery,769567,8888056707102	,KOKA MUSHROOM POT NOODLE,12 x 70grm,£1.09,£10.29,0.0%,In Stock,Koka,Koka The Original Mushroom Flavour Oriental Instant Noodles 70g,No
Retail Grocery,769566,8888056707218	,KOKA VEGETABLE POT NOODLE,12 x 70grm,£1.09,£10.29,0.0%,In Stock,Koka,Koka The Original Vegetable Flavour Oriental Instant Noodles 70g,No
Retail Grocery,769473,5098732007966	,MCDONNELLS CHILLI BEEF NOODLES POT,8 x 85grm,£1.09,£6.99,0.0%,In Stock,Boyne Valley Foods Limited,McDonnells Crispy Chilli Beef Noodle Pot 85g,No
Retail Grocery,769474,5098732007959	,MCDONNELLS SALT&PEPPER NOODLES POT,8 x 85grm,£1.09,£6.99,0.0%,In Stock,Boyne Valley Foods Limited,McDonnells Salt & Pepper Chicken Noodle Pot 85g,No
Retail Grocery,768860,8710522708125	,LOST THE POT NOODLE CURR#,16X92GRM,£0.59,£6.59,0.0%,In Stock,Unilever UK Food Ltd,Pot Noodle Curry Lost The Pot 92 gr,No
Retail Grocery,760009,5000354908750	,AMBROSIA CUSTARD 1.09,12 x 400grm,£1.09,£7.79,0.0%,In Stock,Premier Foods UK Ltd,Ambrosia Devon Custard 400g,No
Retail Grocery,755033,5000354908767	,AMBROSIA RICE 1.09,12 x 400grm,£1.09,£7.79,0.0%,In Stock,Premier Foods UK Ltd,Ambrosia Rice Pudding 400g,No
Retail Grocery,767451,5098732007942	,MCDONNELLS CURRY NOODLESPOT,8 x 85grm,£1.09,£6.99,0.0%,In Stock,Boyne Valley Foods Limited,McDonnells The Original Curry Sauce Noodle Pot 85g,No
Professional Cleaning & Hygiene,181844,5011581021846	,LE CUBE PEDAL BIN LINERS,6X300PCE,NA,£40.74,20.0%,In Stock,Le Cube,NA,No
Professional Cleaning & Hygiene,181843,5011581017658	,LE CUBE SWING BIN LINERS,1 x 200pce,NA,£8.65,20.0%,In Stock,Le Cube,NA,No
Retail Grocery,755074,5000354914157	,BISTO BEEF 1.69,12 x 170grm,£1.69,£9.99,0.0%,In Stock,Premier Foods UK Ltd,Bisto Gravy Granules 170g PMP,No
Retail Grocery,554328,5000111046244	,HP BROWN SAUCE TOP DOWN,12 x 450grm,£1.99,£18.99,0.0%,In Stock,HP,"HP Sauce, the original brown sauce which since 1899 has set the standard for quality.Everyone's favourite, this legendary and uniquely distinctive sauce is the result of our  dedication to sourcing the highest quality ingredients and using a closely guarded secret recipe.",No
Retail Grocery,755045,5000117403089	,OXO CHICKEN 1.69,24 x 71grm,£1.69,£20.49,0.0%,In Stock,Premier Foods UK Ltd,OXO 12 Chicken Stock Cubes 71g,No
Retail Grocery,755046,5000117403089	,OXO CHICKEN 1.69,12X71GRM,£1.69,£10.25,0.0%,In Stock,Premier Foods UK Ltd,OXO 12 Chicken Stock Cubes 71g,No
Retail Grocery,175492,8722700479475	,HELLMANNS MAYO SQUEEZY,8X430MLS,£1.79,£10.59,0.0%,In Stock,Hellmann's,Hellmann's Real Squeezy mayonnaise 430 ml,No
Retail Grocery,175491,8722700479451	,HELLMANNS LIGHT MAYO SQUEEZY,8X430MLS,£1.79,£10.59,0.0%,In Stock,Hellmann's,Hellmann's Light Mayonnaise 430ml,No
Retail Grocery,755043,5000117918484	,OXO BEEF 1.69,24 x 71grm,£1.69,£20.49,0.0%,In Stock,Premier Foods UK Ltd,OXO 12 Beef Stock Cubes 71g,No
Retail Grocery,755044,5000117918484	,OXO BEEF 1.69,12X71GRM,£1.69,£10.25,0.0%,In Stock,Premier Foods UK Ltd,OXO 12 Beef Stock Cubes 71g,No
Retail Grocery,750339,87157215	,HEINZ TOMATO KETCHUP TOPDOWN 220ML,10X220MLS,£1.09,£8.69,0.0%,In Stock,H.J.Heinz,"Check out our tomato ketchup recipes at Heinz.co.uk""",No
Retail Grocery,768670,5098732007751	,MCDONNELLS ORIGINAL CURRY DIP,12 x 200grm,£1.49,£13.39,0.0%,In Stock,Boyne Valley Foods Limited,McDonnells The Original Curry Dip 2 x 100g (200g),No
Retail Grocery,631659,5060391622569	,SUNPAT SMOOTH PEANUT BUTTER,6 x 200grm,£1.69,£7.79,0.0%,In Stock,Jaymark,Sun-Pat Smooth,No
Professional Cleaning & Hygiene,742393,5099088212394	,MAXI MOP WITH HANDLE RED,1 x,NA,£9.49,20.0%,In Stock,Unbranded,Dosco Hygiene Range Maxi Mop Handled Red,No
Retail Grocery,236395,5000354160882	,HARTLEYS RASPBERRY JELLY,12 x 135grm,£0.75,£6.29,0.0%,In Stock,Hartley's,Hartley's Raspberry Flavour Jelly 135g,No
Retail Grocery,631669,5060391622545	,SUNPAT CRUNCHY PEANUT BUTTER,6 x 200grm,£1.69,£7.79,0.0%,In Stock,Jaymark,Sun-Pat Crunchy,No
Retail Grocery,236394,5000354168499	,HARTLEYS ASSORTED JELLY,12 x 135grm,£0.75,£6.29,0.0%,In Stock,Jaymark,Hartley's Assorted Tablet Jelly 12 x 135g,No
Professional Cleaning & Hygiene,181841,5011581017597	,LE CUBE GARDEN REFUSE SACK TH,1 x 50pce,NA,£8.49,20.0%,In Stock,Le Cube,NA,No
Retail Grocery,767728,5098732001612	,GDF PINK HIMALAYAN SALT,6 x 90grm,£1.69,£7.89,0.0%,In Stock,Boyne Valley Foods Limited,Giovanni di Firenze Pink Himalayan Salt Mill 90g,No
Retail Grocery,771443,5000157143273	,HEINZ CHICKEN POT SOUP,4X355GRM,£1.29,£3.79,0.0%,In Stock,H.J.Heinz,"The delicious taste of Heinz Soup: now ready at the touch of a button. Ping!With tender tasty chicken, this great  tasting soup is made for you when you're looking for a quick delicious lunch. All you need is a microwave, a spoon and a few minutes. Simply heat in the pot, serve and enjoy! Love  our Heinz Chicken Pot Soup as much as we do? Try the rest of our Pot Soup range, including: Cream of Tomato, Cream of Mushroom and Vegetable.",No
Retail Grocery,715631,5098732002480	,ERIN THICK CHICKEN SOUP,30 x 64grm,£0.59,£12.99,0.0%,In Stock,Boyne Valley Foods Limited,Erin Thick Chicken Soup 64g,No
